Unique Values,Count,Percentage
676,102,0.0006808669706092424
4289,102,0.0006808669706092424
1527,102,0.0006808669706092424
4780,102,0.0006808669706092424
4745,101,0.0006741918042307204
2555,101,0.0006741918042307204
1534,100,0.0006675166378521985
2485,99,0.0006608414714736765
4219,99,0.0006608414714736765
618,99,0.0006608414714736765
3128,98,0.0006541663050951545
290,98,0.0006541663050951545
4692,98,0.0006541663050951545
4705,97,0.0006474911387166325
3076,97,0.0006474911387166325
2343,97,0.0006474911387166325
1330,96,0.0006408159723381105
1021,96,0.0006408159723381105
156,95,0.0006341408059595885
1740,94,0.0006274656395810665
1982,94,0.0006274656395810665
2601,93,0.0006207904732025446
4897,93,0.0006207904732025446
3475,92,0.0006141153068240226
2320,92,0.0006141153068240226
1961,91,0.0006074401404455006
3051,91,0.0006074401404455006
151,91,0.0006074401404455006
868,91,0.0006074401404455006
3834,90,0.0006007649740669786
2361,90,0.0006007649740669786
1070,90,0.0006007649740669786
4154,90,0.0006007649740669786
73,89,0.0005940898076884566
1870,89,0.0005940898076884566
3775,89,0.0005940898076884566
4338,89,0.0005940898076884566
435,88,0.0005874146413099346
173,87,0.0005807394749314127
2986,87,0.0005807394749314127
457,87,0.0005807394749314127
4859,87,0.0005807394749314127
166,86,0.0005740643085528907
4883,86,0.0005740643085528907
2312,86,0.0005740643085528907
2842,86,0.0005740643085528907
3927,86,0.0005740643085528907
1603,85,0.0005673891421743687
612,85,0.0005673891421743687
2935,85,0.0005673891421743687
3572,84,0.0005607139757958467
19,84,0.0005607139757958467
2244,84,0.0005607139757958467
1775,83,0.0005540388094173247
3373,83,0.0005540388094173247
4492,83,0.0005540388094173247
2690,83,0.0005540388094173247
653,83,0.0005540388094173247
4301,82,0.0005473636430388027
2792,82,0.0005473636430388027
2765,81,0.0005406884766602808
1726,81,0.0005406884766602808
1437,81,0.0005406884766602808
2264,80,0.0005340133102817588
4679,79,0.0005273381439032368
4310,79,0.0005273381439032368
920,79,0.0005273381439032368
583,79,0.0005273381439032368
2642,78,0.0005206629775247148
1266,78,0.0005206629775247148
706,78,0.0005206629775247148
980,78,0.0005206629775247148
60,77,0.0005139878111461928
4814,77,0.0005139878111461928
4840,77,0.0005139878111461928
4940,77,0.0005139878111461928
4917,77,0.0005139878111461928
4962,76,0.0005073126447676708
1387,76,0.0005073126447676708
136,76,0.0005073126447676708
5060,76,0.0005073126447676708
1894,76,0.0005073126447676708
5000,76,0.0005073126447676708
402,75,0.0005006374783891489
4138,75,0.0005006374783891489
2295,75,0.0005006374783891489
1840,74,0.0004939623120106269
381,74,0.0004939623120106269
733,74,0.0004939623120106269
108,73,0.0004872871456321049
1111,73,0.0004872871456321049
1759,73,0.0004872871456321049
4257,73,0.0004872871456321049
4446,73,0.0004872871456321049
4790,72,0.0004806119792535829
2740,72,0.0004806119792535829
4693,72,0.0004806119792535829
954,72,0.0004806119792535829
848,72,0.0004806119792535829
2181,72,0.0004806119792535829
737,72,0.0004806119792535829
2278,72,0.0004806119792535829
2920,72,0.0004806119792535829
1738,71,0.00047393681287506093
1461,70,0.00046726164649653893
2464,70,0.00046726164649653893
1700,70,0.00046726164649653893
4197,69,0.00046058648011801693
2928,69,0.00046058648011801693
1634,69,0.00046058648011801693
861,69,0.00046058648011801693
4688,69,0.00046058648011801693
1616,68,0.000453911313739495
4617,68,0.000453911313739495
1716,68,0.000453911313739495
3588,68,0.000453911313739495
3454,68,0.000453911313739495
1524,67,0.000447236147360973
2789,67,0.000447236147360973
3424,67,0.000447236147360973
3418,66,0.000440560980982451
2771,66,0.000440560980982451
2781,66,0.000440560980982451
1809,66,0.000440560980982451
1614,66,0.000440560980982451
3177,65,0.000433885814603929
1841,65,0.000433885814603929
4093,64,0.000427210648225407
1712,64,0.000427210648225407
4977,64,0.000427210648225407
1686,64,0.000427210648225407
566,63,0.000420535481846885
3158,63,0.000420535481846885
2661,63,0.000420535481846885
2369,63,0.000420535481846885
4231,63,0.000420535481846885
4767,63,0.000420535481846885
3091,62,0.0004138603154683631
4369,62,0.0004138603154683631
1432,62,0.0004138603154683631
20,62,0.0004138603154683631
239,62,0.0004138603154683631
3549,62,0.0004138603154683631
4241,62,0.0004138603154683631
2706,62,0.0004138603154683631
1259,61,0.00040718514908984107
4343,61,0.00040718514908984107
1227,61,0.00040718514908984107
5024,61,0.00040718514908984107
4580,61,0.00040718514908984107
4444,61,0.00040718514908984107
440,61,0.00040718514908984107
1963,61,0.00040718514908984107
1008,61,0.00040718514908984107
4496,61,0.00040718514908984107
187,61,0.00040718514908984107
559,61,0.00040718514908984107
2347,60,0.00040050998271131907
3033,60,0.00040050998271131907
2214,60,0.00040050998271131907
3819,60,0.00040050998271131907
2910,60,0.00040050998271131907
1723,60,0.00040050998271131907
4431,60,0.00040050998271131907
2770,59,0.0003938348163327971
586,59,0.0003938348163327971
2378,59,0.0003938348163327971
2151,59,0.0003938348163327971
87,59,0.0003938348163327971
2577,59,0.0003938348163327971
994,59,0.0003938348163327971
3345,59,0.0003938348163327971
394,59,0.0003938348163327971
4600,58,0.0003871596499542751
26,58,0.0003871596499542751
1641,58,0.0003871596499542751
665,58,0.0003871596499542751
2724,58,0.0003871596499542751
3840,57,0.0003804844835757531
4178,57,0.0003804844835757531
3280,57,0.0003804844835757531
4661,57,0.0003804844835757531
1622,57,0.0003804844835757531
3221,57,0.0003804844835757531
4792,56,0.00037380931719723117
2904,56,0.00037380931719723117
17,56,0.00037380931719723117
181,56,0.00037380931719723117
608,56,0.00037380931719723117
2473,56,0.00037380931719723117
1822,55,0.00036713415081870916
4856,55,0.00036713415081870916
3231,55,0.00036713415081870916
3585,55,0.00036713415081870916
335,55,0.00036713415081870916
2604,55,0.00036713415081870916
4318,55,0.00036713415081870916
4753,55,0.00036713415081870916
1519,55,0.00036713415081870916
5012,55,0.00036713415081870916
4677,55,0.00036713415081870916
950,55,0.00036713415081870916
4564,55,0.00036713415081870916
1183,55,0.00036713415081870916
234,55,0.00036713415081870916
622,54,0.00036045898444018716
473,54,0.00036045898444018716
754,54,0.00036045898444018716
1424,54,0.00036045898444018716
4991,54,0.00036045898444018716
4572,54,0.00036045898444018716
4385,54,0.00036045898444018716
3110,53,0.0003537838180616652
3016,53,0.0003537838180616652
3913,53,0.0003537838180616652
434,53,0.0003537838180616652
1146,52,0.0003471086516831432
787,52,0.0003471086516831432
2051,52,0.0003471086516831432
3081,52,0.0003471086516831432
1793,52,0.0003471086516831432
208,51,0.0003404334853046212
637,51,0.0003404334853046212
258,51,0.0003404334853046212
1477,51,0.0003404334853046212
384,51,0.0003404334853046212
4573,51,0.0003404334853046212
4420,51,0.0003404334853046212
2017,51,0.0003404334853046212
4489,51,0.0003404334853046212
1404,51,0.0003404334853046212
3308,50,0.00033375831892609926
688,50,0.00033375831892609926
1488,50,0.00033375831892609926
691,50,0.00033375831892609926
3,49,0.00032708315254757726
3798,49,0.00032708315254757726
5018,49,0.00032708315254757726
4555,49,0.00032708315254757726
2734,49,0.00032708315254757726
4652,49,0.00032708315254757726
299,48,0.00032040798616905525
1773,48,0.00032040798616905525
2255,48,0.00032040798616905525
4244,48,0.00032040798616905525
3120,48,0.00032040798616905525
1017,48,0.00032040798616905525
4116,48,0.00032040798616905525
3717,48,0.00032040798616905525
1314,47,0.00031373281979053325
1161,47,0.00031373281979053325
1494,47,0.00031373281979053325
955,47,0.00031373281979053325
1874,47,0.00031373281979053325
2167,47,0.00031373281979053325
4691,47,0.00031373281979053325
603,47,0.00031373281979053325
3204,47,0.00031373281979053325
2441,47,0.00031373281979053325
1083,47,0.00031373281979053325
91,47,0.00031373281979053325
1811,47,0.00031373281979053325
353,47,0.00031373281979053325
2456,47,0.00031373281979053325
5014,46,0.0003070576534120113
185,46,0.0003070576534120113
3396,46,0.0003070576534120113
4438,46,0.0003070576534120113
2937,46,0.0003070576534120113
2020,46,0.0003070576534120113
3192,46,0.0003070576534120113
2508,46,0.0003070576534120113
2970,46,0.0003070576534120113
1306,46,0.0003070576534120113
76,46,0.0003070576534120113
1636,46,0.0003070576534120113
1429,46,0.0003070576534120113
1761,45,0.0003003824870334893
631,45,0.0003003824870334893
1216,45,0.0003003824870334893
4764,45,0.0003003824870334893
1796,45,0.0003003824870334893
1498,45,0.0003003824870334893
1287,44,0.0002937073206549673
1086,44,0.0002937073206549673
1375,44,0.0002937073206549673
4994,44,0.0002937073206549673
4052,44,0.0002937073206549673
1403,44,0.0002937073206549673
4903,43,0.00028703215427644535
1104,43,0.00028703215427644535
4726,43,0.00028703215427644535
1011,43,0.00028703215427644535
2262,43,0.00028703215427644535
4986,43,0.00028703215427644535
2695,43,0.00028703215427644535
1431,43,0.00028703215427644535
3854,43,0.00028703215427644535
3978,43,0.00028703215427644535
2107,42,0.00028035698789792335
752,42,0.00028035698789792335
5032,42,0.00028035698789792335
1434,42,0.00028035698789792335
1430,42,0.00028035698789792335
4125,42,0.00028035698789792335
1365,42,0.00028035698789792335
1646,42,0.00028035698789792335
1331,42,0.00028035698789792335
1366,42,0.00028035698789792335
1669,42,0.00028035698789792335
1695,41,0.00027368182151940135
1354,41,0.00027368182151940135
189,41,0.00027368182151940135
392,41,0.00027368182151940135
2001,41,0.00027368182151940135
2091,41,0.00027368182151940135
2923,41,0.00027368182151940135
812,41,0.00027368182151940135
1789,41,0.00027368182151940135
3287,41,0.00027368182151940135
3506,41,0.00027368182151940135
245,40,0.0002670066551408794
1567,40,0.0002670066551408794
2573,40,0.0002670066551408794
1966,40,0.0002670066551408794
1393,40,0.0002670066551408794
560,40,0.0002670066551408794
1542,40,0.0002670066551408794
1645,40,0.0002670066551408794
4049,40,0.0002670066551408794
3379,40,0.0002670066551408794
4069,40,0.0002670066551408794
2863,39,0.0002603314887623574
274,39,0.0002603314887623574
1077,39,0.0002603314887623574
4957,39,0.0002603314887623574
3106,39,0.0002603314887623574
4928,39,0.0002603314887623574
3356,39,0.0002603314887623574
4834,39,0.0002603314887623574
1231,39,0.0002603314887623574
4747,39,0.0002603314887623574
4765,39,0.0002603314887623574
2366,38,0.0002536563223838354
2889,38,0.0002536563223838354
2656,38,0.0002536563223838354
3973,38,0.0002536563223838354
2505,38,0.0002536563223838354
3327,38,0.0002536563223838354
3042,38,0.0002536563223838354
4015,38,0.0002536563223838354
1468,38,0.0002536563223838354
1664,38,0.0002536563223838354
1328,38,0.0002536563223838354
1608,37,0.00024698115600531344
5040,37,0.00024698115600531344
4810,37,0.00024698115600531344
549,37,0.00024698115600531344
2223,37,0.00024698115600531344
1484,37,0.00024698115600531344
4428,37,0.00024698115600531344
1096,37,0.00024698115600531344
1264,37,0.00024698115600531344
4708,37,0.00024698115600531344
2646,37,0.00024698115600531344
772,37,0.00024698115600531344
3384,37,0.00024698115600531344
3458,37,0.00024698115600531344
4218,37,0.00024698115600531344
1702,37,0.00024698115600531344
773,37,0.00024698115600531344
4463,37,0.00024698115600531344
782,36,0.00024030598962679144
726,36,0.00024030598962679144
3513,36,0.00024030598962679144
2408,36,0.00024030598962679144
4996,36,0.00024030598962679144
557,36,0.00024030598962679144
3250,36,0.00024030598962679144
2007,36,0.00024030598962679144
4025,36,0.00024030598962679144
1268,36,0.00024030598962679144
601,36,0.00024030598962679144
4293,35,0.00023363082324826947
1176,35,0.00023363082324826947
4202,35,0.00023363082324826947
1277,35,0.00023363082324826947
1414,35,0.00023363082324826947
1831,35,0.00023363082324826947
1824,35,0.00023363082324826947
1455,35,0.00023363082324826947
1705,35,0.00023363082324826947
3937,35,0.00023363082324826947
1539,35,0.00023363082324826947
3791,35,0.00023363082324826947
1590,35,0.00023363082324826947
4419,34,0.0002269556568697475
3910,34,0.0002269556568697475
1289,34,0.0002269556568697475
3749,34,0.0002269556568697475
863,34,0.0002269556568697475
4910,34,0.0002269556568697475
984,34,0.0002269556568697475
3176,34,0.0002269556568697475
1633,34,0.0002269556568697475
3591,34,0.0002269556568697475
3631,33,0.0002202804904912255
2112,33,0.0002202804904912255
2775,33,0.0002202804904912255
3733,33,0.0002202804904912255
2891,33,0.0002202804904912255
4847,33,0.0002202804904912255
1631,33,0.0002202804904912255
1666,33,0.0002202804904912255
1661,33,0.0002202804904912255
240,33,0.0002202804904912255
1925,33,0.0002202804904912255
2876,33,0.0002202804904912255
3895,33,0.0002202804904912255
4288,32,0.0002136053241127035
2472,32,0.0002136053241127035
4757,32,0.0002136053241127035
3301,32,0.0002136053241127035
2042,32,0.0002136053241127035
2429,32,0.0002136053241127035
2811,32,0.0002136053241127035
1144,32,0.0002136053241127035
2653,32,0.0002136053241127035
4424,32,0.0002136053241127035
847,32,0.0002136053241127035
2853,31,0.00020693015773418154
1332,31,0.00020693015773418154
1198,31,0.00020693015773418154
4725,31,0.00020693015773418154
5046,31,0.00020693015773418154
2193,31,0.00020693015773418154
1621,31,0.00020693015773418154
1938,31,0.00020693015773418154
4628,31,0.00020693015773418154
3012,31,0.00020693015773418154
2865,31,0.00020693015773418154
3610,31,0.00020693015773418154
538,31,0.00020693015773418154
1015,31,0.00020693015773418154
682,30,0.00020025499135565953
4449,30,0.00020025499135565953
3767,30,0.00020025499135565953
3604,30,0.00020025499135565953
4714,30,0.00020025499135565953
1160,30,0.00020025499135565953
4611,30,0.00020025499135565953
3467,30,0.00020025499135565953
1778,30,0.00020025499135565953
1370,30,0.00020025499135565953
461,30,0.00020025499135565953
3529,30,0.00020025499135565953
4713,30,0.00020025499135565953
4615,30,0.00020025499135565953
3021,30,0.00020025499135565953
1872,29,0.00019357982497713756
3056,29,0.00019357982497713756
2356,29,0.00019357982497713756
1848,29,0.00019357982497713756
1450,29,0.00019357982497713756
1363,29,0.00019357982497713756
4147,29,0.00019357982497713756
704,29,0.00019357982497713756
4942,29,0.00019357982497713756
3499,29,0.00019357982497713756
2374,29,0.00019357982497713756
1913,29,0.00019357982497713756
948,29,0.00019357982497713756
2176,29,0.00019357982497713756
225,29,0.00019357982497713756
4283,29,0.00019357982497713756
1447,29,0.00019357982497713756
1931,29,0.00019357982497713756
2447,29,0.00019357982497713756
2517,29,0.00019357982497713756
4710,29,0.00019357982497713756
4913,29,0.00019357982497713756
4857,29,0.00019357982497713756
248,29,0.00019357982497713756
888,29,0.00019357982497713756
3208,29,0.00019357982497713756
1843,28,0.00018690465859861558
544,28,0.00018690465859861558
1663,28,0.00018690465859861558
117,28,0.00018690465859861558
468,28,0.00018690465859861558
2187,28,0.00018690465859861558
573,28,0.00018690465859861558
5077,28,0.00018690465859861558
4551,28,0.00018690465859861558
3582,28,0.00018690465859861558
304,28,0.00018690465859861558
3342,28,0.00018690465859861558
2289,28,0.00018690465859861558
815,28,0.00018690465859861558
1727,28,0.00018690465859861558
1212,28,0.00018690465859861558
2436,28,0.00018690465859861558
2983,28,0.00018690465859861558
2558,27,0.00018022949222009358
2071,27,0.00018022949222009358
4193,27,0.00018022949222009358
4598,27,0.00018022949222009358
605,27,0.00018022949222009358
2003,27,0.00018022949222009358
5059,27,0.00018022949222009358
2265,27,0.00018022949222009358
4689,27,0.00018022949222009358
3995,27,0.00018022949222009358
2739,27,0.00018022949222009358
1707,27,0.00018022949222009358
113,27,0.00018022949222009358
4800,27,0.00018022949222009358
1451,27,0.00018022949222009358
4884,27,0.00018022949222009358
3620,27,0.00018022949222009358
3439,26,0.0001735543258415716
2729,26,0.0001735543258415716
2164,26,0.0001735543258415716
296,26,0.0001735543258415716
4875,26,0.0001735543258415716
1260,26,0.0001735543258415716
3030,26,0.0001735543258415716
991,26,0.0001735543258415716
4669,26,0.0001735543258415716
1508,26,0.0001735543258415716
1435,26,0.0001735543258415716
4265,26,0.0001735543258415716
4678,26,0.0001735543258415716
1751,26,0.0001735543258415716
4999,26,0.0001735543258415716
3541,26,0.0001735543258415716
2385,26,0.0001735543258415716
3822,26,0.0001735543258415716
1280,25,0.00016687915946304963
2053,25,0.00016687915946304963
4300,25,0.00016687915946304963
1248,25,0.00016687915946304963
2207,25,0.00016687915946304963
2888,25,0.00016687915946304963
4750,25,0.00016687915946304963
4941,25,0.00016687915946304963
537,25,0.00016687915946304963
1766,25,0.00016687915946304963
2618,25,0.00016687915946304963
3348,25,0.00016687915946304963
3988,25,0.00016687915946304963
4976,25,0.00016687915946304963
3722,25,0.00016687915946304963
4701,25,0.00016687915946304963
1983,25,0.00016687915946304963
4694,24,0.00016020399308452763
2703,24,0.00016020399308452763
1099,24,0.00016020399308452763
4112,24,0.00016020399308452763
3063,24,0.00016020399308452763
4900,24,0.00016020399308452763
837,24,0.00016020399308452763
1653,24,0.00016020399308452763
3713,24,0.00016020399308452763
3465,24,0.00016020399308452763
4588,24,0.00016020399308452763
4030,24,0.00016020399308452763
629,24,0.00016020399308452763
4363,24,0.00016020399308452763
4695,24,0.00016020399308452763
4686,24,0.00016020399308452763
1908,24,0.00016020399308452763
3579,23,0.00015352882670600565
3479,23,0.00015352882670600565
3597,23,0.00015352882670600565
4376,23,0.00015352882670600565
3310,23,0.00015352882670600565
3809,23,0.00015352882670600565
553,23,0.00015352882670600565
4748,23,0.00015352882670600565
900,23,0.00015352882670600565
3486,23,0.00015352882670600565
4171,23,0.00015352882670600565
2780,23,0.00015352882670600565
1171,23,0.00015352882670600565
1036,23,0.00015352882670600565
3820,23,0.00015352882670600565
340,23,0.00015352882670600565
3380,23,0.00015352882670600565
1965,23,0.00015352882670600565
3122,23,0.00015352882670600565
887,23,0.00015352882670600565
4684,23,0.00015352882670600565
3117,23,0.00015352882670600565
1710,22,0.00014685366032748365
1574,22,0.00014685366032748365
3075,22,0.00014685366032748365
4770,22,0.00014685366032748365
1138,22,0.00014685366032748365
4864,22,0.00014685366032748365
1137,22,0.00014685366032748365
4674,22,0.00014685366032748365
2261,22,0.00014685366032748365
4699,22,0.00014685366032748365
1154,22,0.00014685366032748365
2916,22,0.00014685366032748365
1921,22,0.00014685366032748365
4702,22,0.00014685366032748365
3398,22,0.00014685366032748365
376,22,0.00014685366032748365
5025,22,0.00014685366032748365
1830,22,0.00014685366032748365
2409,22,0.00014685366032748365
2847,22,0.00014685366032748365
4709,21,0.00014017849394896167
65,21,0.00014017849394896167
2094,21,0.00014017849394896167
2666,21,0.00014017849394896167
302,21,0.00014017849394896167
264,21,0.00014017849394896167
4341,21,0.00014017849394896167
3920,21,0.00014017849394896167
3870,21,0.00014017849394896167
3888,21,0.00014017849394896167
3378,21,0.00014017849394896167
3060,21,0.00014017849394896167
3724,21,0.00014017849394896167
5023,21,0.00014017849394896167
2852,21,0.00014017849394896167
3835,21,0.00014017849394896167
4832,21,0.00014017849394896167
3625,21,0.00014017849394896167
3872,21,0.00014017849394896167
699,21,0.00014017849394896167
725,21,0.00014017849394896167
4963,21,0.00014017849394896167
57,21,0.00014017849394896167
523,21,0.00014017849394896167
2232,20,0.0001335033275704397
4680,20,0.0001335033275704397
328,20,0.0001335033275704397
2044,20,0.0001335033275704397
964,20,0.0001335033275704397
3156,20,0.0001335033275704397
2649,20,0.0001335033275704397
3792,20,0.0001335033275704397
403,20,0.0001335033275704397
1671,20,0.0001335033275704397
4271,20,0.0001335033275704397
1310,20,0.0001335033275704397
2354,20,0.0001335033275704397
4469,20,0.0001335033275704397
1485,20,0.0001335033275704397
3335,20,0.0001335033275704397
160,20,0.0001335033275704397
2563,20,0.0001335033275704397
2978,20,0.0001335033275704397
484,20,0.0001335033275704397
4480,20,0.0001335033275704397
2658,20,0.0001335033275704397
5085,19,0.0001268281611919177
662,19,0.0001268281611919177
343,19,0.0001268281611919177
359,19,0.0001268281611919177
1428,19,0.0001268281611919177
3741,19,0.0001268281611919177
4901,19,0.0001268281611919177
3864,19,0.0001268281611919177
4698,19,0.0001268281611919177
983,19,0.0001268281611919177
3527,19,0.0001268281611919177
1500,19,0.0001268281611919177
2415,19,0.0001268281611919177
2502,19,0.0001268281611919177
2080,19,0.0001268281611919177
4452,19,0.0001268281611919177
3341,19,0.0001268281611919177
1454,19,0.0001268281611919177
3837,19,0.0001268281611919177
2716,19,0.0001268281611919177
3119,19,0.0001268281611919177
3423,19,0.0001268281611919177
4393,19,0.0001268281611919177
3770,19,0.0001268281611919177
2392,19,0.0001268281611919177
2885,19,0.0001268281611919177
945,19,0.0001268281611919177
