,Unique_Values,Value_Counts
513,non-HIspanic,1
514,non- Hispanic,1
515,PURTO RICAN,1
516,whtie,1
517,PANAMA,1
518,COLAMBIAN,1
519,5/30/79,1
520,B/N/HIPS,1
521,3/25/96,1
522,HISPANIC/PR,1
523,b/w,1
524,Hiso.,1
525,BLACK-HISP,1
526,"BLACK, NON-HISPANIC",1
527,"BLACK, WHITE HISPANIC",1
528,"BLACK, WHITE-HISPANIC",1
529,WHITE HISAPNIC,1
530,blk/hait.,1
531,WHITE/HISPANICE,1
532,CODVERIAN,1
533,blk-hisp.,1
534,H/B,1
535,WH/HIS,1
536,blk/hai,1
537,MNH,1
538,15/2/87,1
539,hISP,1
540,A.A,1
541,nonhisp,1
542,PHILIPINO,1
543,non-HIspance,1
544,na,1
545,4/23/94,1
546,Hatitan,1
547,white/non,1
548,11/6/69,1
549,non-Hipanic,1
550,Hipanic,1
551,8/4/89,1
552,7/1/84,1
553,B/N/HISP,1
554,El Sol,1
555,Hait,1
556,NHG,1
557,NONHISPANCI,1
558,Kenyan,1
559,B;l/Non,1
560,N/h,1
561,non His,1
562,dominican republic,1
563,black / hispanic,1
564,dark,1
565,w/hispanic,1
566,SAUDI ARABIAN,1
567,HN,1
568,Dom Rep,1
569,houndoras,1
570,HONDURAN,1
571,3/7/83,1
572,Bosnian,1
573,N/HISP,1
574,MPM,1
575,HIsp,1
576,CR,1
577,Black/Hspanic,1
578,N/H11-05-1951,1
579,Samalia,1
580,DWH,1
581,CAPEVEDIAN,1
582,bn/h,1
583,31/7/82,1
584,7/3/79,1
585,CK,1
586,UNK.,1
587,n-his,1
588,CAPEDERAN,1
589,W/n,1
590,haiti,1
591,12/27/90,1
592,WHITE/NON-HISPANIC,1
593,black cape verdian,1
594,W/ NH,1
595,White American,1
596,3/25/94,1
597,non hispanicc,1
598,B/H/N,1
599,H or A,1
600,Indian,1
601,H/FR,1
602,BLK N-HISP,1
603,AF AM,1
604,"black, hispanic",1
605,5/24/80,1
606,6/10/88,1
607,CAPEVERDEAN,1
608,Ethiopian,1
609,Hispani8c,1
610,black/non hispanic,1
611,ARABIAN,1
612,BLK H,1
613,IRAQI,1
614,4/17/89,1
615,w/non,1
616,B/H PUERTO RICAN,1
617,09-236-1995,1
618, Non- Hispanic,1
619,CAPE VERDI,1
620,07-0801969,1
621,HBHT,1
622,non ispanic,1
623,N/HN,1
624,N-H0,1
625,TRINI,1
626, HISPANIC,1
627,NONE/HISP,1
628,MOROCCAN,1
629,M.E,1
630,HISOANIC,1
631,N/ H,1
632,7/27/85,1
633,N -H,1
634,dominica,1
635,MA,1
636,9/8/71,1
637,white  hispanic,1
638,N-NON,1
639,bd/n/h,1
640,11/21/91,1
641,b nh,1
642,Portugal,1
643,White Hisp.,1
644,4/24/93,1
645,UT,1
646,hsip,1
647,12/27/62,1
648,black/non hisp,1
649,JAMACIAN,1
650,w-h,1
651,MIXED,1
652,honduran,1
653,olive complexion,1
654,none,1
655,3/24/94,1
656,5/3/65,1
657,ETHIOPIAN,1
658,LIGH-TRINIDAD,1
659,Peruvian,1
660,Jamacia,1
661,b/p,1
662,NIGERIAN,1
663,7/28/90,1
664,SABDI,1
665,9/9/89,1
666,DNH,1
667,10/13/85,1
668,9/4/97,1
669,Guato,1
670,MEDIUM,1
671,Polish,1
672,White / hispanic,1
673,WISP,1
674,blk/n/h,1
675,non-mis,1
676,unkown,1
677,bl/hait,1
678,hispanice,1
679,B/N/A/,1
680,black non Hispanic,1
681,blk hispanic,1
682,B-NH,1
683,french,1
684,3/2/93,1
685,PORTUGUESE,1
686,NON.HISP,1
687,WN/H,1
688,black /non hispanic,1
689,9/7/91,1
690,Lebonise,1
691,B/H (CV),1
692,anglo,1
693,4/26/80,1
694,W H,1
695,UNKOWN,1
696,lt,1
697,LT BRO,1
698,wn,1
699,White/ Hispanic,1
700,rh,1
701,AR,1
702,28/10/87,1
703,B/H/S,1
704,P. R.,1
705,HUNDURAN,1
706,11/12/87,1
707,N./H,1
708,Potuguese,1
709,non-his,1
710,B / H,1
711,B-Non,1
712,10/2/91,1
713,WHITE-HISP,1
714,SAMDI,1
715,Hiso,1
716,hisp/p.r.,1
717,hiispanic,1
718,jos[amoc,1
719,HISPANIC/LIGHT,1
720,3/7/94,1
721,Black Non,1
722,Rus,1
723,WHS,1
724,DOMIC,1
725,wht  hisp,1
726,whte   hisp,1
727,blk  haitian,1
728,CH,1
729,W - NH,1
730,12/31/68,1
731,w?h,1
732,WNA,1
733,Ehite,1
734,MH,1
735,NYH,1
736,N.Y LIC,1
737,SANDI,1
738,Guata,1
739,Hispani,1
740,blk/bhait,1
741,AFR AM,1
742,12/21/92,1
743,30/4/92,1
744,NWH,1
745,28/9/91,1
746,puertorican,1
747,NOT,1
748,BRAZIL,1
749,28/02/1994,1
750,non/hispanic,1
751,COLUM,1
752,NNON,1
753,Mid E,1
754,White-Non-Hispanic,1
755,el salvador,1
756,blk-haitian,1
757,Irish/Italian,1
758,medium,1
759,BRO,1
760,Af. Am.,1
761,8/13/95,1
762,15/2/98,1
763,10/11/94,1
764,3/4/85,1
765,Albanian,1
766,ITAILIAN,1
767,SOMOLIAN,1
768,Black non-Hispanic,1
769,L.S.,1
770,18/11/89,1
771,2/11/58,1
772,1/10/97,1
773,B Nh,1
774,26/10/87,1
775,WNM,1
776,AM IND,1
777,Hispaniic,1
778,B H,1
779,9/28/90,1
780,blk/,1
781,AMER.,1
782,MOROCCO,1
783,3/24/56,1
784,Male-female,1
785,Hispanic/White,1
786,Salvardoran,1
787,Negro,1
788,HISOPANIC,1
789,non hisp.,1
790,26/5/91,1
791,Non-Hisp,1
792,whte hispanic,1
793,H -H,1
794,hat,1
795,MEDUM,1
796,BLT,1
797,1/20/71,1
798,Domician,1
799,NON-,1
800,13/6/99,1
801,M/M,1
802,BLAK,1
803,blk jamaican,1
804,white/hisp,1
805,5/8/72,1
806,WH/PR,1
807,blk/hispanic,1
808,CAPR VERDEAN,1
809,BLK/ HAITIAN,1
810,BRIZAL,1
811,wht/ hisp,1
812,hundu,1
813,Lebanese,1
814,HATT,1
815,Somalia,1
816,B//N,1
817,black/hispanic,1
818,Black non hispancx,1
819,bm,1
820,cauc,1
821, Non-Hispanic,1
822,B Non,1
823,B non hispanic,1
824,BUILT,1
825,12/1/91,1
826,3/7/90,1
827,CAMBODIAN,1
828,Guatemala,1
829,BBLACK,1
830,Dominican Repubic,1
831,11/18/97,1
832,Non HIS,1
833,Hatian,1
834,11/29/81,1
835,"Black, Non Hispanic",1
836,E/I,1
837,Hispaninc,1
838,3/9/67,1
839,ARAb,1
840,white  hisp.,1
841,cAPE vERDEAN,1
842,N/Hq,1
843,A/F,1
844,5/9/97,1
845,1/1/87,1
846,WHI,1
847,trinidad,1
848,210,1
849,WHT-HSP,1
850,4/2/71,1
851,Black non,1
852,1/5/77,1
853,muslim,1
854,12/2/83,1
855,1/11/87,1
856,BLK NON H,1
857,MD,1
858,250,1
859, NON/H,1
860,Transgender,1
861,Black-Non,1
862,black-non,1
863,Non-Hispanic Cape Verdean,1
864,160,1
865,WEE,1
866, BLACK,1
867,Black/ non hispanic,1
868,whte /hisp,1
869,None hispanic,1
870,N- A,1
871,12/3/81,1
872,LIGHT,1
873,JAPAN,1
874,BMH,1
875,Hispqanic,1
876,W/HISPANIC,1
877,26/1/88,1
878,21/5/94,1
879,U,1
880,hispanic puertorican,1
881,CAOE VERDEAN,1
882,N-N,1
883,11/23/02,1
884,JAIMAICAN,1
885,Black/Non Hispanic,1
886,HP,1
887,Salvdoran,1
888,31/7/89,1
889,D N/H,1
890,BARNIAN,1
891,W/NONHISPANICE,1
892,CP,1
893,1/7/95,1
894,HISPAINC,1
895,Cv,1
896,B/H P.R,1
897,HISP DR/PR,1
898,9/6/93,1
899,26/5/95,1
900,583691207,1
901,black /hispanic,1
902,caucasian,1
903,10/18/94,1
904,ASIAN/BLACK,1
905,blk-hisp,1
906,Cuban,1
907,Black  Hispanic,1
908,blk  jamaican,1
909,10667569,1
910,French,1
911,whte / hisp,1
912,Puerto Rico,1
913,NEW YORK LIC,1
914,WHITE/HISPANIC,1
915,White- Hispanic,1
916,brazilian,1
917,B/N\,1
918,B - NH,1
919,W-Hisp,1
920,5/5/67,1
921,9/4/94,1
922,DOMINCAN,1
923,African-American,1
924,6,1
925,W.N,1
926,Hatiain,1
927,Korean,1
928,BLK n-hisp,1
929,Black/Non,1
930,Mt,1
931,190,1
932,3/7/79,1
933,4/11/82,1
934,BWK,1
935,ITALY,1
936,B/H -- DR,1
937,07-03-1002,1
938,JAM,1
939,african american,1
940,Non Hisp.,1
941,HNN,1
942,`W,1
943,whr/h,1
944,blk hisp-cuban,1
945,BIB,1
946, HISP,1
947,EGYPTIAN,1
948,b w/h,1
949,W. H.,1
950,2/4/88,1
951,W/H - Brazilian,1
952,3/18/86,1
953,BLACKL,1
954,peru,1
955,JAMICA,1
956,n/n,1
957,p.rican,1
958,DOMINICAN REP,1
959,Q,1
960,Morrocian,1
961,NT,1
962,6/7/94,1
963,non  hisp.,1
964,BLACK NION HISP,1
965,BLCK,1
966,caucasion,1
967,Caucasion,1
968,HIspanic,1
969,HAITAIN,1
970,HAIIAN,1
971,VIETNAMESE,1
972,HONDOROUS,1
973,l,1
974,BLACK/NONHISPANIC,1
975,S80635978,1
976,COLUMBIAN,1
977,DOMENICAN,1
978,H/M,1
979,2/7/90,1
980,portuguese,1
981,7/25/85,1
982,"whte, h",1
983,MN/H,1
984,EYGPT,1
985,EL,1
986,N/H`,1
987,2/22/92,1
988,BNGH,1
989,BLK NON HISP,1
990,VIETN,1
991,S,1
992,WHITE NON-HISPANIC,1
993,B HISP,1
994,PNANMA,1
995,bl/haitian,1
996,HW,1
997, Non-HIspanic,1
998,whte  hisp.,1
999,BNON H,1
1000,WHH,1
1001,Domincan republic,1
1002, B/N,1
1003,-,1
1004,white/ hisp.,1
1005,nON,1
1006,EI,1
1007,W/H PUERTO,1
1008,white non,1
1009,BW/H,1
1010,Dom. Rep. (B/H),1
1011,BLACK & HISPANIC,1
1012,5/6/89,1
1013,BNON/H,1
1014,2,1
1015,Non-Hispanics,1
1016,Cape Versian,1
1017,AFRICIAN,1
1018,B.NH,1
1019,GUATEMAL,1
1020,HAT,1
1021,n-h,1
1022,Un,1
1023,N/Hisp,1
1024,8/28/68,1
1025,Non. H.,1
1026,hispanica,1
1027,NNH,1
1028,  dom  republic,1
1029,blk/ mexican hispanic,1
1030,hispi,1
1031,BMT,1
1032,NBH,1
1033,purto rican hispanic,1
1034,Cambodian,1
1035,DOMIN,1
1036,mexico,1
1037,nonhispanic,1
1038,philipino,1
1039,SAMIL,1
1040,B/HISP,1
1041,whte  hispanic,1
1042,B/F,1
1043,caucassion,1
1044,BLK/NON,1
1045, Non-hispanic,1
1046,LIBERIA,1
1047,WHITE PUERTO RICAN,1
1048,afican,1
1049,ukraine,1
1050,Domincan,1
1051,wihite hispanic,1
1052,HATIIAN,1
1053,SOLAMI,1
1054,dom rep,1
1055,hispaic,1
1056,german,1
1057,HISPANCE,1
1058,13-8-96,1
1059,27/1/93,1
1060,MEXIC,1
1061,6/18/83,1
1062,Houdoras,1
1063,HN-H,1
1064,NE,1
1065,16782177,1
1066,HISO,1
1067,white-Hispanic,1
1068,blk/haitn,1
1069,B/HIS,1
1070,2/4/83,1
1071,HIPS,1
1072,7/21/89,1
1073,Non Hispaninc,1
1074,B N/h,1
1075,Black-Hispanic,1
1076,HISOP,1
1077,blk /hisp,1
1078,WnH,1
1079, blk haitian,1
1080,IC,1
1081,COLUMBIA,1
1082,salv,1
1083,Moroccon,1
1084,Black & Hispanic,1
1085,BB,1
1086,DOMINIC,1
1087,cab,1
1088,MID. EAST.,1
1089,NOR,1
1090,Guyanese,1
1091,B W/H,1
1092,Black-non,1
1093,CIV,1
1094,HISPANIX,1
1095,W/NON,1
1096,DOM.REP.,1
1097,puerto rico,1
1098,Houndoras,1
1099,amer,1
1100,B W/ H,1
