,Unique_Values,Value_Counts
248, HARVARD ST at WASHINGTON ST,48
249, WASHINGTON ST at COLUMBUS AV,48
250,39 MT PLEASANT ST,48
251,265 CENTRE ST,48
252,17 WARDMAN RD,48
253,909 ALBANY ST,48
254,133 HAROLD ST,47
255,35 MT PLEASANT ST,47
256, STUART ST,47
257,680 PARKER ST,47
258,0 HUMBOLDT AV,47
259,315 CENTRE ST,47
260,#NAME?,47
261, SEAVER ST at HUMBOLDT AV,47
262,00 SULLIVAN WY,46
263, MORTON ST at HARVARD ST,46
264, BLUE HILL AV at ABBOT ST,46
265, DUDLEY ST at WASHINGTON ST,46
266,97 WALDECK ST,46
267,00 COMMONWEALTH AV,46
268, BLUE HILL AV at INTERVALE ST,46
269,69 HOMESTEAD ST,46
270, BLUE HILL AV at DUDLEY ST,46
271, BLUE HILL AV at WOODROW AV,46
272,50 SUMMER ST,46
273, BLUE HILL AV at RIVER ST,46
274, SHAWMUT AV,46
275, SURFACE RD,45
276,2343 WASHINGTON ST,45
277, TAMWORTH ST,45
278, COLUMBIA RD at CEYLON ST,45
279,00 TRAVELER ST,45
280,4 DALESSIO CT,45
281,151 HOMESTEAD ST,45
282,312 BORDER ST,44
283, CENTRE ST at ESTRELLA ST,44
284, PARK ST at GENEVA AV,44
285, NIGHTINGALE ST at WALES ST,44
286, GENEVA AV at PARK ST,44
287, BLUE HILL AV at CLIFFORD ST,44
288, MORTON ST at EVANS ST,44
289, WESTVIEW ST at AMES ST,44
290,655 WARREN ST,44
291,40 SUDBURY ST,43
292, KNAPP ST,43
293, DEARBORN ST at DUDLEY ST,43
294, TALBOT AV at BLUE HILL AV,43
295,11 CHARLES ST,43
296,800 BOYLSTON ST,43
297, OLD RD at ELLINGTON ST,43
298, NEW ENGLAND AV at SOUTHERN AV,43
299,0 TAMWORTH ST at LAGRANGE ST,42
300, LINCOLN ST,42
301,275 CENTRE ST,42
302, GENEVA AV at COLUMBIA RD,42
303,00 CAMDEN ST,42
304,97 LEWISTON ST,42
305, DORCHESTER AV at LINDEN ST,42
306,784 MASSACHUSETTS AV,42
307,333 WASHINGTON ST,42
308, STATE ST,42
309,33 GLENDALE ST,42
310, BORDER ST,42
311, WARREN ST at QUINCY ST,42
312, QUINCY ST at BLUE HILL AV,41
313, BLUE HILL AV at MCLELLAN ST,41
314, SHAWMUT AV at LENOX ST,41
315, ERIE ST at WASHINGTON ST,41
316,4 HORADAN WY,41
317,210 BORDER ST,41
318, PING ON ST,41
319,940 PARKER ST,41
320,23 PAGE ST,41
321, BLUE HILL AV at WOOLSON ST,41
322,0 M ST,41
323,9 PEACEVALE RD,41
324,22 MARION ST,41
325,75 W NEWTON ST,41
326, BLUE HILL AV at CHARLOTTE ST,41
327,3700 WASHINGTON ST,41
328, SUMNER ST,41
329, WARREN ST at BLUE HILL AV,40
330, TALBOT AV at WALES ST,40
331, WASHINGTON ST at MELVILLE AV,40
332, TREMONT ST at PARKER ST,40
333,50 BICKFORD ST,40
334, BLUE HILL AV at ARBUTUS ST,40
335,15 WENDOVER ST,40
336, HARTWELL ST at CHENEY ST,40
337, BLUE HILL AV at DEWEY ST,40
338, ALLSTATE RD,40
339,280 CENTRE ST,39
340,800 BORDER ST,39
341,180 RUGGLES ST,39
342, TALBOT AV at BERNARD ST,39
343, HANCOCK ST,39
344, TALBOT AV at SOUTHERN AV,39
345, DORCHESTER AV at SAVIN HILL A,39
346, HARVARD ST at WALES ST,39
347,664 TREMONT ST,39
348,144 DUDLEY ST,39
349, WOOD AV,39
350, BLUE HILL AV at CASTLEGATE RD,39
351,650 AMERICAN LEGION HY,39
352, EUSTIS ST,39
353,35 MT PLEASANT AV,38
354,53 HUNTINGTON AV,38
355, HARVARD ST at MORTON ST,38
356, DUDLEY ST at COLUMBIA RD,38
357,1050 BLUE HILL AV,38
358, ST RICHARD ST,38
359, MILK ST,38
360, DORCHESTER AV at CHARLES ST,38
361,3091 WASHINGTON ST,38
362, BOWDOIN ST at HAMILTON ST,38
363,566 DORCHESTER AV,38
364,297 CENTRE ST,38
365,87 SCHOOL ST,37
366, COLUMBIA RD at BIRD ST,37
367, HANCOCK ST at PLEASANT ST,37
368, DORCHESTER AV at ASHMONT ST,37
369,1580 DORCHESTER AV,37
370,34 ANNUNCIATION RD,37
371, DUDLEY ST at WENDOVER ST,37
372, WASHINGTON ST at BOYLSTON ST,37
373, LEYLAND ST,37
374,17 TROTTER CT,37
375, WASHINGTON ST at PARK ST,37
376, TALBOT AV at MILLET ST,37
377, BLUE HILL AV at GEORGIA ST,37
378,874 HARRISON AV,36
379, ASPINWALL RD at WASHINGTON ST,36
380,43 HOLWORTHY ST,36
381,495 BLUE HILL AV,36
382, CENTRE ST at LAMARTINE ST,36
383, NORFOLK ST at PEACEVALE RD,36
384, BLUE HILL AV at LANDOR RD,36
385, BLUE HILL AV at EVELYN ST,36
386,4 TURQUOISE WAY,36
387, HUMBOLDT AV at CRAWFORD ST,36
388, NORFOLK ST at MILTON AV,36
389,225 CENTRE ST,36
390, AMERICAN LEGION HY at BLUE HI,36
391,10 HAMMOND ST,36
392,275 TREMONT ST,36
393, TREMONT ST at COLUMBUS AV,36
394,75 WAYLAND ST,36
395, NORFOLK ST at WOODROW AV,36
396,270 HUNTINGTON AV,35
397,433 HARRISON AV,35
398, MASSACHUSETTS AV,35
399,631 WASHINGTON ST,35
400, HAROLD ST at HOLWORTHY ST,35
401,350 WASHINGTON ST,35
402,41 PRENTISS ST,35
403,2100 DORCHESTER AV,35
404, GENEVA AV at OLNEY ST,35
405, FIELDS CORNER,35
406, MERIDIAN ST at WHITE ST,35
407, COLUMBIA RD at QUINCY ST,35
408, STRATTON ST at WESTVIEW ST,35
409,620 COLUMBIA RD,35
410, WALES ST at NIGHTINGALE ST,35
411, NORFOLK ST at STANTON ST,35
412,270 COLUMBIA RD,35
413,600 WASHINGTON ST,35
414,13 WENDOVER ST,34
415,1165 BLUE HILL AV,34
416,84 ALABAMA ST,34
417, COLUMBIA RD at SEAVER ST,34
418, TALBOT AV at WESTCOTT ST,34
419, COLUMBIA RD at BLUE HILL AV,34
420, QUINCY ST at WARREN ST,34
421,17 SMITH ST,34
422,2400 WASHINGTON ST,34
423, NORFOLK ST at ELIZABETH ST,34
424,0 MASSACHUSETTS AV at MELNEA C,34
425,56 FRANKLIN HILL AV,34
426,587 BOYLSTON ST,34
427,0 DORCHESTER AV at VON HILLERN,34
428, DORCHESTER AV at CENTRE ST,34
429,0 BOYLSTON ST at WASHINGTON ST,34
430,36 MAPLE ST,34
431,1 ASPINWALL RD,34
432, HARVARD ST at WATERLOW ST,34
433,61 PRENTISS ST,34
434,24 WOODRUFF WY,34
435, WENDOVER ST,34
436, HARVARD ST at FRANKLIN HILL A,33
437, BLUE HILL AV at WALES ST,33
438, TOWNSEND ST,33
439, STANDARD ST at WOODBOLE AV,33
440, DUDLEY ST at GREENVILLE ST,33
441, SUDBURY ST,33
442, EUSTIS ST at ADAMS ST,33
443,0 CANAL ST at CAUSEWAY ST,33
444,00 KENDALL ST,33
445, COLUMBUS AV at DIXWELL ST,33
446,0 DORCHESTER AV at KEMP ST,33
447, COLUMBUS AV at HEATH ST,33
448, HARVARD ST at NORWELL ST,33
449, CENTRE ST at COLUMBUS AV,33
450,0 BLUE HILL AV at QUINCY ST,33
451,29 CUNNINGHAM ST,33
452, BLUE HILL AV at WAYNE ST,33
453, DORCHESTER AV at ELLSWORTH ST,33
454,20A SAN JUAN ST,33
455,0 BOWER ST,33
456, WEST ST,33
457,849 BLUE HILL AV,33
458,17 BULLARD ST,33
459,41 KINGSDALE ST,33
460,1990 COLUMBUS AV,33
461, LAGRANGE ST,33
462,794 MASSACHUSETTS AV,33
463, HANOVER ST,33
464,00 CLARENDON ST,33
465,00 AGUADILLA ST,33
466,170 HANCOCK ST,33
467, ADAMS ST,33
468, WASHINGTON ST at NORWELL ST,33
469,10 GIBSON ST,32
470,1249 HYDE PARK AV,32
471,73 CHARLES ST,32
472, CRAWFORD ST,32
473, QUINCY ST at CEYLON ST,32
474, WASHINGTON ST at BOWDOIN ST,32
475, ROXBURY ST,32
476,64 BOWER ST,32
477,00 FENWAY,32
478,950 BLUE HILL AV,32
479,0 WASHINGTON ST at ESSEX ST,32
480, AGUADILLA ST,32
481,00 COMMONWEALTH AV at WARREN S,32
482, NORWELL ST at HARVARD ST,32
483, FRANKLIN HILL AV,32
484, WASHINGTON ST at VASSAR ST,32
485,00 SAN JUAN ST,32
486, COLUMBIA RD at DORCHESTER AV,32
487,2101 WASHINGTON ST,32
488, WOODROW AV at LUCERNE ST,32
489,280 W BROADWAY,32
490,43 NORTON ST,32
491,5 ALLSTATE RD,32
492,45 MORRISSEY BL,32
493, BLUE HILL AV at WALK HILL ST,32
494, BLUE HILL AV at FLOYD ST,31
495,135 HAROLD ST,31
496, TREMONT ST at CAMDEN ST,31
497, HUMBOLDT AV at WAUMBECK ST,31
498, AMERICAN LEGION HY at FRANKLI,31
499,0 KEMP ST at DORCHESTER AV,31
500, ARCHDALE RD at WASHINGTON ST,31
501, PARK ST at DORCHESTER AV,31
502,400 BORDER ST,31
503, ASHMONT ST at DORCHESTER AV,31
504,0 TREMONT ST at BOYLSTON ST,31
505, STRATTON ST at BLUE HILL AV,31
506, GENEVA AV at WESTVILLE ST,31
507, ARLINGTON ST,31
508,00 HARVARD AV at COMMONWEALTH,31
509, CEYLON ST,31
510,1855 WASHINGTON ST,30
511,70 W NEWTON ST,30
512,138 HEATH ST,30
513, OXFORD PL,30
514,19 LEYLAND ST,30
515,0 EDEN ST,30
516, PARKER ST at SMITH ST,30
517,0 OLD COLONY AV at PREBLE ST,30
518,200 BORDER ST,30
519, DORCHESTER AV at DEWAR ST,30
520,0 BEACH ST at HUDSON ST,30
521, WOODROW AV at NORFOLK ST,30
522, GENEVA AV at BOWDOIN ST,30
523,3064 WASHINGTON ST,30
524,9-11 MELBOURNE ST,30
525,0 QUINCY ST,30
526,155 TALBOT AV,30
527, DANA AV,30
528, TALBOT AV at NIGHTINGALE ST,30
529,0 MASSACHUSETTS AV,30
530, EDINBORO ST at ESSEX ST,30
531,0 WALNUT AV,30
532,13 MAVERICK SQ,30
533, DORCHESTER AV at TALBOT AV,30
534,0 BOYLSTON ST,30
535, ALBERT ST,29
536, DUDLEY ST at MAGNOLIA ST,29
537, SEAVER ST at BLUE HILL AV,29
538,99 TOPEKA ST,29
539, NORFOLK ST at FESSENDEN ST,29
540, AMES ST at WESTVIEW ST,29
541, COLUMBUS AV at CENTRE ST,29
542, DALE ST at REGENT ST,29
543, WASHINGTON ST at FULLER ST,29
544, DORCHESTER AV at HARBOR VIEW,29
545, NEW ENGLAND AV at NORFOLK ST,29
546, NEW ENGLAND AV,29
547,21 CHENEY ST,29
548,7 SMITH ST,29
549,0 WASHINGTON ST at FRANKLIN ST,29
550,100 HUNTINGTON AV,29
551, DUDLEY ST at WINSLOW ST,29
552,90 W NEWTON ST,29
553,633 SHAWMUT AV,29
554, DEARBORN ST at EUSTIS ST,29
555, ERIE ST at MICHIGAN AV,29
556,00 FAY ST,29
557, GEORGIA ST at BLUE HILL AV,29
558, BLUE HILL AV at MORELAND ST,29
559,26 ANNUNCIATION RD,29
560, RESERVATION RD,28
561, KENDALL ST,28
562,00 ARLINGTON ST,28
563, STRATTON ST,28
564,1239 RIVER ST,28
565,965 BLUE HILL AV,28
566, EUSTIS ST at DEARBORN ST,28
567,24 NEW CHARDON ST,28
568, DUDLEY ST at WARREN ST,28
569, DUDLEY ST at ADAMS ST,28
570,52 STONEHURST ST,28
571,101 W BROADWAY,28
572, GIBSON ST at DORCHESTER AV,28
573, ARCHDALE RD at BROOKWAY RD,28
574, MERIDIAN ST,28
575,0 SEAVER ST,28
576, VESTA RD at HARVARD ST,28
577, BLUE HILL AV at EDGEWOOD ST,28
578,55 FLORIDA ST,28
579, HUMBOLDT AV at TOWNSEND ST,28
580,100 W NEWTON ST,28
581,532 COMMONWEALTH AV,28
582,477 RIVER ST,28
583, COLUMBUS AV,28
584, HARVARD ST at GREENWOOD ST,28
585,200 HANCOCK ST,28
586,65 HOMESTEAD ST,28
587,86 W NEWTON ST,28
588,0 DEARBORN ST,28
589,824 BLUE HILL AV,28
590, DIXWELL ST,28
591, NORFOLK ST at EVELYN ST,28
592, FAIRMOUNT AV,28
593,245 TALBOT AV,28
594,14 ALLSTATE RD,28
595, BLUE HILL AV at DEVON ST,28
596,63 AMES ST,27
597, MERIDIAN ST at CONDOR ST,27
598, HARVARD ST at WARNER ST,27
599,0 COLUMBUS AV,27
600, MASSACHUSETTS AV at MELNEA CA,27
601, BLUE HILL AV at DEERING RD,27
602, NORFOLK ST at CLARKWOOD ST,27
603,102 BLUE HILL AV,27
604, RIPLEY RD,27
605,95 WAYLAND ST,27
606,70 AMES ST,27
607,77 WARREN ST,27
608,0 BLUE HILL AV at SEAVER ST,27
609,35 NORTHAMPTON ST,27
610, SOUTHERN AV at TALBOT AV,27
611, NEW WASHINGTON ST,27
612, BLUE HILL AV at WOODCLIFF ST,27
613, DALESSIO CT,27
614, QUINCY ST at MAGNOLIA ST,27
615, MELNEA CASS BL,27
616,573 WASHINGTON ST,27
617, TAMWORTH ST at LAGRANGE ST,27
618, LENOX ST,26
619, DORCHESTER AV at LYON ST,26
620, BOWDOIN ST at WASHINGTON ST,26
621, CLIFFORD ST,26
622, DORCHESTER AV at HANCOCK ST,26
623, MONUMENT ST,26
624,40 CHENEY ST,26
625, CHELSEA ST,26
626, NORFOLK ST at EDSON ST,26
627,380 CENTRE ST,26
628,12 ROACH ST,26
629,55 BROOKLEDGE ST,26
630, DORCHESTER AV at COLUMBIA RD,26
631, SEAVER ST at ELM HILL AV,26
632, HANCOCK ST at TRULL ST,26
633,20 ALMONT ST,26
634, BLUE HILL AV at JULIAN ST,26
635, QUINCY ST at COLUMBIA RD,26
636,0 DUDLEY ST at GREENVILLE ST,26
637,0 CHARLES ST,26
638, PARK ST,26
639, FRANKLIN PARK RD,26
640,00 GAINSBOROUGH ST,26
641, TREMONT ST at BOYLSTON ST,26
642, DALE ST at WARREN ST,26
643, HAROLD ST,26
644, COLUMBIA RD at STANWOOD ST,26
645,0 ANNUNCIATION RD,26
646, BEACON ST,26
647, RUTHVEN ST at HUMBOLDT AV,26
648,53 ASHTON ST,26
649, LEWIS MALL RD,26
650,75 MALCOLM X BL,26
651,0 BLUE HILL AV at WARREN ST,26
652,0 BLUE HILL AV at COLUMBIA RD,26
653, ERIE ST at GLENWAY ST,26
654,0 BLUE HILL AV at WOODCLIFF ST,26
655, WESTVIEW ST,26
656,128 EUSTIS ST,26
657, BLUE HILL AV at ELLINGTON ST,26
658,10 MALCOLM X BL,26
659,00 EDGERLY RD,26
660,42 HORADAN WY,26
661,17 COURT ST,26
662, WOODROW AV at BLUE HILL AV,26
663,1208 VFW PY,26
664,10 LATTIMORE CT,26
665,00 BALL ST,26
666,53 WHITE ST,26
667,86 ANNUNCIATION RD,26
668, COLEUS PK,26
669,443 WASHINGTON ST,26
670, OXFORD ST,26
671,60 BICKFORD ST,26
672,907 BLUE HILL AV,26
673, QUINCY ST at BOWDOIN ST,26
674, GLENWAY ST at HARVARD ST,25
675, ZEIGLER ST at WINSLOW ST,25
676,788 BLUE HILL AV,25
677, HUMBOLDT AV at HOWLAND ST,25
678,0 HORADAN WY at TURQUOISE WAY,25
679,90 BLUE HILL AV,25
680, POLK ST,25
681, HARVARD ST at GLENWAY ST,25
682,0 BLUE HILL AV at CLIFFORD ST,25
683,100 WASHINGTON ST,25
684, BLUE HILL AV at FAYSTON ST,25
685,131 EUSTIS ST,25
686,90 RIVER ST,25
687,00 IPSWICH ST,25
688, CEYLON ST at QUINCY ST,25
689, HOWARD AV at WAYLAND ST,25
690, WASHINGTON ST at CEDAR ST,25
691, BLUE HILL AV at FAIRWAY ST,25
692, DIXWELL ST at COLUMBUS AV,25
693,0 SURFACE RD,25
694, NORFOLK ST at THETFORD AV,25
695,950 AMERICAN LEGION HY,25
696,30 ORTON MAROTTA WY,25
697, MELNEA CASS BL at MASSACHUSET,25
698, OLNEY ST at INWOOD ST,25
699, WALNUT PK at WARDMAN RD,25
700, TREMONT ST at LENOX ST,25
701,88 W NEWTON ST,25
702,69 CLIFFORD ST,25
703,12 ALGONQUIN ST,25
704, PARKER ST at GURNEY ST,25
705,135 HUMBOLDT AV,25
706, OLNEY ST,25
707, BLUE HILL AV at WOODHAVEN ST,25
708,71 B ST,25
709, TUFTS ST,25
710,111 FLAHERTY WY,25
711, GENEVA AV at EVERTON ST,25
712,39 LINSKY BARRY CT,25
713,38 JULIAN ST,25
714, TALBOT AV at WELLES AV,25
715,00 DWIGHT ST,25
716, WENDOVER ST at QUINCEFIELD ST,25
717,285 CENTRE ST,25
718,5 TOPLIFF ST,25
719,445 ARBORWAY,25
720,64 MCGREEVEY WY,25
721,5 AMES ST,25
722,0 BLUE HILL AV at DEWEY ST,24
723, BLUE HILL AV at HAVELOCK ST,24
724, DORCHESTER AV at LEEDSVILLE S,24
725, CONDOR ST at MERIDIAN ST,24
726,224 NORTHAMPTON ST,24
727,0 FENNO ST,24
728,81 HANCOCK ST,24
729, NORMANDY ST at DEVON ST,24
730, HUMBOLDT AV at SEAVER ST,24
731,1010 MASSACHUSETTS AV,24
732, FENNO ST,24
733,0 STUART ST at TREMONT ST,24
734, HARRISON AV at ZEIGLER ST,24
735, NEPONSET VALLEY PY,24
736,66 BOWER ST,24
737, WHITE ST at MERIDIAN ST,24
738, WALES ST at BROWNING AV,24
739, AMERICAN LEGION HY at WALK HI,24
740, ACADEMY RD,24
741, HYDE PARK AV,24
742,212 DUDLEY ST,24
743,645 BEACON ST,24
744, COLUMBIA RD at STOUGHTON ST,24
745,760 MORTON ST,24
746,700 ATLANTIC AV,24
747,17 LATTIMORE CT,24
748,1208 DORCHESTER AV,24
749,0 BLUE HILL AV at WOODVILLE ST,24
750,00 SAVIN HILL AV,24
751,48 WINTER ST,24
752,0 SUMMER ST at ARCH ST,24
753, DORCHESTER AV at BAY ST,24
754,961 BLUE HILL AV,24
755, REGENT ST,24
756,348 ASHMONT ST,24
757,0 BUNKER HILL ST,24
758, BLUE HILL AV at CHENEY ST,24
759, WINTHROP ST,24
760, WARREN ST at DALE ST,24
761, WOODLEDGE ST at CUNNINGHAM ST,24
762, MORTON ST at WILDWOOD ST,24
763, BOSTON COMMON,24
764, ADAMS ST at ROBINSON ST,24
765, HOMESTEAD ST,24
766,0 HARRISON AV,23
767, DUDLEY ST at BLUE HILL AV,23
768, GLENWAY ST at ERIE ST,23
769, CENTRAL AV,23
770, SOUTH ST at BUSSEY ST,23
771,1 CENTRAL SQ,23
772, GEORGIA ST at HARTWELL ST,23
773,00 LANSDOWNE ST,23
774,5 HORADAN WY,23
775,75 LENOX ST,23
776, HEATH ST,23
777, ANDREW SQUARE,23
778, MORTON ST at W SELDEN ST,23
779,00 BOWER ST,23
780, HUMPHREYS PL,23
781,30 CRESTON ST,23
782, COLUMBIA RD at HAMILTON ST,23
783, WASHINGTON ST at DUDLEY ST,23
784, WASHINGTON ST at SOUTHERN AV,23
785, HARVARD ST at LORNE ST,23
786, OREILLY WY,23
787,140 MAIN ST,23
788, GREENWICH ST at DORCHESTER AV,23
789, DALE ST,23
790, HARVARD ST at RIPLEY RD,23
791, WARREN ST at WAVERLY ST,23
792, SEAVER ST at MAPLE ST,23
793,71 HOMESTEAD ST,23
794,00 COMMONWEALTH AV at WARREN A,23
795, SHAWMUT AV at KENDALL ST,23
