,Unique_Values,Value_Counts
73,"BLACK T-SHIRT, BLUE JEANS, BLACK SNEAKERS",89
74,"WHITE TEE, BLUE JEANS",89
75,"GREEN SHIRT, BLUE JEANS",89
76,"BROWN COAT, BLUE JEANS",88
77,BLACK SHIRT,87
78,ALL BLACK CLOTHING,87
79,WHITE T-SHIRT BLUE JEANS,85
80,BLACK SHIRT BLUE JEANS,84
81,"BLUE COAT, BLUE JEANS",83
82,"WHITE SHIRT, BLACK SHORTS",82
83,"GREY HOODIE, BLACK PANTS",82
84,"WHITE HOODIE, BLUE JEANS",80
85,"BLACK JACKET, BLUE JEANS, WHITE SNEAKERS",80
86,"BLUE JEANS, BLACK HOODIE",80
87,"BLACK SHIRT, BLUE JEANS, BLACK SNEAKERS",79
88,"PLAID SHIRT, BLUE JEANS",76
89,"GRAY SHIRT, BLUE JEANS",75
90,"WHITE T-SHIRT, KHAKI SHORTS",75
91,"BLACK HOODIE, BLACK SWEATPANTS",75
92,"BLUE JACKET, JEANS",75
93,"BLUE JEANS, WHITE T-SHIRT",75
94,"BLACK SHIRT, BLACK SHORTS",75
95,"BLACK LEATHER JACKET, BLUE JEANS",74
96,BLUE JACKET BLUE JEANS,73
97,"BROWN SHIRT, BLUE JEANS",73
98,"BLACK SWEATER, BLUE JEANS",71
99,"GRAY SWEATSHIRT, BLUE JEANS",69
100,"GREY SWEATER, BLUE JEANS",68
101,GREY SWEATSHIRT,66
102,"RED SWEATSHIRT, BLUE JEANS",66
103,"BROWN HOODIE, BLUE JEANS",65
104,WHITE SHIRT,65
105,"BLACK HOODIE, BLUE JEANS, WHITE SNEAKERS",65
106,BLACK JACKET JEANS,64
107,"WHITE T-SHIRT, GREY SWEATPANTS",63
108,"BLUE SHIRT, BLACK PANTS",62
109,"TAN JACKET, BLUE JEANS",62
110,"WHITE SHIRT, BLACK JEANS",62
111,BLACK JACKET BLACK PANTS,62
112,BLACK DRESS,60
113,"BLACK SWEATSHIRT, BLACK JEANS",59
114,"BLACK COAT, BLUE JEANS, BLACK SNEAKERS",58
115,GREY HOODIE BLUE JEANS,58
116,"ORANGE SHIRT, BLUE JEANS",57
117,BROWN JACKET BLUE JEANS,57
118,"WHITE SHIRT, BLUE SHORTS",57
119,"BLUE JEANS, BLACK COAT",57
120,"GREY T-SHIRT, JEANS",56
121,BLACK T-SHIRT BLUE JEANS,55
122,"GRAY JACKET, BLUE JEANS",55
123,BLACK COAT,55
124,"BLACK HAT, BLACK HOODIE, BLUE JEANS",55
125,"BLACK TANK TOP, BLUE JEANS",54
126,BLACK JACKET BLACK JEANS,53
127,BLACK SWEATSHIRT,53
128,"GREY SHIRT, BLACK PANTS",53
129,"BLUE SHIRT, BLUE SHORTS",53
130,"BLACK JACKET, DARK JEANS",52
131,BLACK COAT BLUE JEANS,52
132,"WHITE T-SHIRT, BLACK SWEATPANTS",52
133,"BLUE T-SHIRT, JEANS",52
134,"BLUE JEANS, BLUE JACKET",51
135,BLACK SHORTS,51
136,"T-SHIRT, JEANS",51
137,"GREY SHIRT, JEANS",51
138,"BLACK HOODIE, BLACK SWEATS",51
139,"GRAY T-SHIRT, BLUE JEANS",50
140,"BLACK SWEATSHIRT, BLACK PANTS",50
141,"YELLOW SHIRT, BLUE JEANS",49
142,"WHITE T, BLACK SHORTS",49
143,"WHITE T-SHIRT, TAN PANTS",49
144,BLUE HOODIE,48
145,"BLACK SWEATSHIRT, JEANS",48
146,"BLUE JEANS, BLACK SHIRT",48
147,"WHITE TANK TOP, BLACK SHORTS",48
148,"GREY HOODIE, BLUE JEANS, BLACK SNEAKERS",48
149,"BLACK HOODED SWEATSHIRT, BLUE JEANS",48
150,"BLACK JACKET, TAN PANTS",48
151,BLUE JACKET,48
152,"GREY HOODIE, BLUE JEANS, WHITE SNEAKERS",47
153,"BLACK HOODIE, BLACK JEANS, BLACK SNEAKERS",47
154,"WHITE T-SHIRT, GREY SHORTS",47
155,"BLUE JEANS, GREY HOODIE",47
156,WHITE TANK TOP,47
157,"BLACK HAT, BLACK JACKET, BLACK JEANS",46
158,"BLACK T-SHIRT, TAN SHORTS",46
159,"BLACK HOODIE, GREY SWEATPANTS",46
160,"NO SHIRT, BLUE JEANS",46
161,"BLACK TEE, BLUE JEANS",46
162,"GREEN HOODIE, BLUE JEANS",45
163,"WHITE T-SHIRT, BLUE JEAN SHORTS",45
164,BLUE JEANS BLACK JACKET,45
165,"GREEN T-SHIRT, BLUE JEANS",45
166,WHITE SHIRT BLUE JEANS,45
167,"BLACK HOODIE, DARK JEANS",45
168,"PURPLE SHIRT, BLUE JEANS",44
169,"RED SHIRT, BLACK PANTS",44
170,"DARK JACKET, BLUE JEANS",44
171,"GREY SWEATSHIRT, GREY SWEATPANTS",43
172,"WHITE T-SHIRT, RED SHORTS",43
173,"GREY COAT, BLUE JEANS",43
174,"BLUE JEANS, BLACK T-SHIRT",42
175,"BLACK JACKET, BLUE JEANS, BROWN BOOTS",42
176,"BLACK COAT, BLUE JEANS, WHITE SNEAKERS",42
177,BLUE HOODIE BLUE JEANS,42
178,"RED SHIRT, JEANS",42
179,"BLACK JACKET, GREY HOODIE, BLUE JEANS",41
180,"RED SHIRT, BLACK SHORTS",41
181,"JEANS, BLACK JACKET",41
182,"BLUE JEANS, BLUE SHIRT",41
183,"GREY HOODIE, BLACK SWEATPANTS",40
184,"GREY HOODIE, GREY SWEATPANTS",40
185,"BLACK JACKET, BLUE JEANS, BLACK BOOTS",40
186,"GRAY HOODIE, BLACK JEANS",40
187,"BLACK T-SHIRT, BLUE SHORTS",40
188,BLUE SHIRT,39
189,GRAY HOODIE,39
190,"WHITE JACKET, BLUE JEANS",39
191,"BLACK HAT, BLACK JACKET",38
192,"WHITE T, BLACK JEANS",38
193,"BLACK JACKET, GREY SWEATPANTS",38
194,"BLACK HAT, BLACK SHIRT, BLUE JEANS",38
195,"BLACK T-SHIRT, GREY SWEATPANTS",38
196,JEANS,38
197,"BLUE JEANS, BLUE HOODIE",38
198,GREY SWEATSUIT,38
199,"BLUE SHIRT, BLUE PANTS",37
200,"BLUE SWEATER, BLUE JEANS",36
201,"RED SHIRT, BLACK JEANS",36
202,"BLUE HOODIE, BLACK JEANS",36
203,"BLUE SHIRT, BLUE JEANS, BLACK SNEAKERS",36
204,RED JACKET BLUE JEANS,35
205,"WHITE SWEATER, BLUE JEANS",35
206,RED SHIRT,35
207,BLUE T-SHIRT,35
208,"RED HOODIE, BLACK JEANS",35
209,BLUE SHIRT BLUE JEANS,35
210,"GREY T-SHIRT, BLACK SHORTS",34
211,"BLACK T-SHIRT, BLUE JEANS, WHITE SNEAKERS",34
212,"BLACK SHIRT, TAN SHORTS",34
213,"GREY SWEATSHIRT, JEANS",34
214,"BLACK JEANS, BLACK JACKET",34
215,"PINK SHIRT, BLUE JEANS",34
216,"BLUE JEANS, BLACK SWEATSHIRT",33
217,"BLUE JEANS, WHITE SHIRT",33
218,"BLACK HAT, BLACK HOODIE, BLACK JEANS",33
219,"WHITE T-SHIRT, KHAKI PANTS",33
220,"BLACK LEATHER COAT, BLUE JEANS",33
221,"BROWN SWEATER, BLUE JEANS",32
222,"BLACK JACKET, WHITE T-SHIRT, BLUE JEANS",32
223,"JEANS, JACKET",32
224,"GREY JACKET, JEANS",32
225,"GRAY HOODIE, BLUE JEANS, WHITE SNEAKERS",32
226,"BLACK HAT, BLACK COAT, BLUE JEANS",32
227,RED HOODIE,32
228,"BLUE JACKET, BLACK PANTS",32
229,"BLACK NORTHFACE JACKET, BLUE JEANS",32
230,"GREY SHIRT, BLACK JEANS",32
231,"WHITE T-SHIRT, WHITE SHORTS",32
232,"BLACK SWEATSHIRT, BLACK SWEATPANTS",32
233,"WHITE SHIRT, TAN PANTS",32
234,"BLACK T-SHIRT, BLACK SWEATPANTS",31
235,"BROWN JACKET, JEANS",31
236,"DARK HOODIE, BLUE JEANS",31
237,"BLACK JACKET, BLUE JEANS, BLACK SHOES",31
238,"BLACK PANTS, BLACK SHIRT",31
239,"WHITE T-SHIRT, SHORTS",31
240,"BLUE JEANS, GREY T-SHIRT",31
241,"BLACK PANTS, BLACK JACKET",31
242,"GREY HOODIE, GREY SWEATS",31
243,"BLUE JACKET, BLUE JEANS, WHITE SNEAKERS",31
244,"WHITE T-SHIRT, DARK JEANS",31
245,"WHITE T-SHIRT, BL JEANS",31
246,"RED T-SHIRT, BLACK SHORTS",30
247,BLUE DRESS,30
248,"BLACK JACKET, BLACK SWEATPANTS",30
249,"NO SHIRT, BLACK SHORTS",30
250,"BLACK TANK TOP, BLACK SHORTS",30
251,"BLACK JACKET, BLUE PANTS",30
252,"TAN COAT, BLUE JEANS",30
253,"RED HOODIE, JEANS",30
254,"WHITE SHIRT, BLUE JEANS, WHITE SNEAKERS",29
255,"BLACK JACKET, DARK PANTS",29
256,"WHITE SWEATSHIRT, BLUE JEANS",29
257,"BLUE HOODIE, BLACK PANTS",29
258,"GREY SHIRT, BLACK SHORTS",29
259,"WHITE T-SHIRT, BLUE PANTS",29
260,"TAN SHIRT, BLUE JEANS",29
261,"GREEN COAT, BLUE JEANS",29
262,"BLACK HAT, GREY HOODIE, BLUE JEANS",29
263,"GREY SHIRT, GREY PANTS",29
264,"BLACK SHIRT, BLACK PANTS, BLACK SNEAKERS",29
265,GREEN JACKET BLUE JEANS,29
266,"BLACK HAT, BLACK JACKET, BLACK PANTS",29
267,BLACK LEATHER JACKET,29
268,"WHITE SHIRT, BLUE JEANS, BLACK SNEAKERS",29
269,"BLACK JACKET, GREY PANTS",29
270,"BLACK HAT, BLACK COAT, BLACK JEANS",28
271,"BLUE COAT, JEANS",28
272,BLACK SHIRT BLACK PANTS,28
273,"BLUE HOODIE, BLUE JEANS, WHITE SNEAKERS",28
274,"GREY HOODED SWEATSHIRT, BLUE JEANS",28
275,"WHITE SHIRT, BLUE PANTS",28
276,"BLUE T, BLUE JEANS",28
277,"BLACK SHIRT, GREY PANTS",27
278,"WHITE T-SHIRT, BLACK JEANS, BLACK SNEAKERS",27
279,"WHITE T-SHIRT, JEAN SHORTS",27
280,"BLUE SHIRT, BLUE JEANS, WHITE SNEAKERS",27
281,"BLACK HOODIE, GREY SWEATS",27
282,"RED SOX JACKET, BLUE JEANS",27
283,GREY T-SHIRT,27
284,"GRAY SWEATER, BLUE JEANS",27
285,"WHITE T-SHIRT, GREY JEANS",27
286,"JEAN JACKET, BLUE JEANS",27
287,"WHITE T-SHIRT, GREY SWEATS",26
288,RED SHIRT BLUE JEANS,26
289,"BROWN COAT, JEANS",26
290,"BLUE JEANS, GREY SWEATSHIRT",26
291,GREY SHIRT,26
292,"WHITE T, JEANS",26
293,"RED SHIRT, BLUE JEANS, BLACK SNEAKERS",25
294,"WHITE T, BLACK PANTS",25
295,"BLUE JEANS, GREY JACKET",25
296,"BLUE T-SHIRT, BLACK JEANS",25
297,GRAY HOODIE BLUE JEANS,25
298,"BLUE SHIRT, BLACK JEANS",25
299,"BLACK NORTHFACE, BLUE JEANS",25
300,"BLUE JEANS, BROWN JACKET",25
301,"WHITE T-SHIRT, CAMO SHORTS",25
302,"BLACK HOOD, BLUE JEANS",25
303,"BLACK JACKET, BLACK JEANS, BLACK SNEAKERS",25
304,GREY JACKET BLUE JEANS,25
305,"BLUE JEANS, BLUE COAT",25
306,"BLACK SHIRT, BLUE JEANS, WHITE SNEAKERS",25
307,"GREY SWEATSHIRT, BLACK PANTS",25
308,"BLUE SHIRT, TAN PANTS",25
309,"BLACK JACKET, GREY SWEATS",24
310,BLUE SWEATSHIRT,24
311,"BLACK COAT, BL JEANS",24
312,"RED COAT, BLUE JEANS",24
313,"BLACK SWEATSHIRT, GREY SWEATPANTS",24
314,"BLACK T-SHIRT, KHAKI SHORTS",24
315,"BLACK FLEECE, BLUE JEANS",24
316,"WHITE COAT, BLUE JEANS",24
317,BROWN JACKET,24
318,"GRAY T-SHIRT, BLACK SHORTS",24
319,"BLUE T-SHIRT, BLACK SHORTS",24
320,"BLACK T-SHIRT, RED SHORTS",24
321,"NAVY BLUE HOODIE, BLUE JEANS",24
322,"BLACK HOODIE, TAN PANTS",24
323,"GREY SWEATSHIRT, BLUE JEANS, WHITE SNEAKERS",24
324,"BLUE JACKET, BLACK JEANS",24
325,"WHITE TANK TOP, TAN SHORTS",24
326,"GREY T-SHIRT, BLACK JEANS",24
327,"BLACK JEANS, BLACK HOODIE",24
328,"JEANS, WHITE T-SHIRT",24
329,BLUE SHORTS,24
330,"BLACK JACKET, BLUEJEANS",23
331,"GREY JACKET, BLACK PANTS",23
332,"BLACK T, BLACK JEANS",23
333,"BLUE SHIRT, BLACK SHORTS",23
334,BRAIDS,23
335,"BLUE PLAID SHIRT, BLUE JEANS",23
336,"BLACK T, JEANS",23
337,"RED SWEATER, BLUE JEANS",23
338,"BLACK JACKET, BROWN PANTS",23
339,"BLACK CAP, BLACK JACKET, BLUE JEANS",23
340,"BLACK HOODIE, BLUEJEANS",23
341,"WHITE SHIRT, TAN SHORTS",23
342,"GREY SWT-SHIRT, JEANS",23
343,GREY JACKET,23
344,"BLUE SWEATSHIRT, JEANS",23
345,"BLACK HOODIE, DARK BLUE JEANS",23
346,"JEANS, BLACK COAT",23
347,"GREY HOODIE, BLUE JEANS, GREY SNEAKERS",23
348,"BLACK SHIRT, BLUE JEANS, BLACK SHOES",23
349,"STRIPED SHIRT, BLUE JEANS",23
350,"WHITE T-SHIRT, GREY PANTS",23
351,"BROWN LEATHER JACKET, BLUE JEANS",23
352,WHITE TANK TOP BLUE JEANS,23
353,"BLUE HOODIE, BLUE JEANS, BLACK SNEAKERS",23
354,"RED HOODIE, BLACK PANTS",23
355,DARK HOODIE,22
356,"BLACK HAT, BLACK COAT, BLACK PANTS",22
357,BLACK HOODIE BLACK JEANS,22
358,"WHITE T-SHIRT, BLACK SWEATS",22
359,DARK,22
360,"DARK SHIRT, BLUE JEANS",22
361,"BLUE JEANS, GREY SHIRT",22
362,TAN JACKET BLUE JEANS,22
363,BLACK PANTS,22
364,WHITE T-SHIRT BLUEJEANS,22
365,"GREY SWEATSHIRT, BLACK JEANS",22
366,"BROWN JACKET, BLACK PANTS",22
367,"WHITE T, BLUE SHORTS",22
368,"BLACK SHIRT, BLACK JEANS, BLACK SNEAKERS",22
369,BLACK HOODED SWEATSHIRT,21
370,BEARD,21
371,"RED HOODIE, BLUE JEANS, BLACK SNEAKERS",21
372,"GRAY HOODIE, BLACK PANTS",21
373,RED T-SHIRT,21
374,"BLUE HOODIE, GREY SWEATPANTS",21
375,"WHITE T-SHIRT, BROWN SHORTS",21
376,"GRAY SHIRT, BLACK PANTS",21
377,"BLACK T-SHIRT, DARK JEANS",21
378,"BLUE HOODED SWEATSHIRT, BLUE JEANS",21
379,"WHITE T-SHIRT,BLUE JEANS",21
380,"BLACK TOP, BLUE JEANS",21
381,"WHITE T-SHIRT, BLACK SHORTS, BLACK SNEAKERS",21
382,"BLACK HAT, BLACK SHIRT, BLACK PANTS",21
383,"BLUE T-SHIRT, BLUE SHORTS",21
384,"BLACK JACKET, WHITE SHIRT, BLUE JEANS",21
385,"BLACK JACKET, BLACK HOODIE, BLUE JEANS",21
386,WHITE T-SHIRT BLACK SHORTS,21
387,"BLACK T-SHIRT, BLACK JEANS, BLACK SNEAKERS",21
388,"WHITE TANK TOP, BLUE SHORTS",21
389,"WHITE T, TAN SHORTS",21
390,"BLACK JACKET, KHAKI PANTS",21
391,"GREY HOODIE, BLUEJEANS",20
392,"BLACK T-SHIRT, SHORTS",20
393,BLACK JEANS,20
394,"GREEN SWEATER, BLUE JEANS",20
395,"BLACK T, BLACK PANTS",20
396,"BLACK SHIRT, BLACK SWEATPANTS",20
397,"PINK SHIRT, BLACK PANTS",20
398,WHITE T,20
399,"WHITE SHIRT, GREY PANTS",20
400,"WHITE T-SHIRT, BLUE JEANS, BLUE SNEAKERS",20
401,"BROWN T-SHIRT, BLUE JEANS",20
402,"BLACK SHIRT, TAN PANTS",20
403,"RED T-SHIRT, BLACK JEANS",20
404,"BLUE, WHITE SHIRT, BLUE JEANS",20
405,"BLUE JEAN JACKET, BLUE JEANS",20
406,BLACK T-SHIRT BLACK SHORTS,20
407,"WHITE TANK TOP, BLACK JEANS",20
408,"BLUE JACKET, BLUE JEANS, BLACK SNEAKERS",20
409,"BLACK JACKET, BLUE JEANS, GREY SNEAKERS",20
410,GREY SHIRT BLUE JEANS,20
411,"GREY SWEATSHIRT, BLUE JEANS, BLACK SNEAKERS",20
412,"BLACK HOODED JACKET, BLUE JEANS",19
413,"BLACK HOODIE, DARK PANTS",19
414,"GREEN JACKET, JEANS",19
415,"RED JACKET, JEANS",19
416,GREY SWEATSHIRT BLUE JEANS,19
417,"WHITE T-SHIRT, BLUEJEANS",19
418,DARK JACKET,19
419,"BLUE HAT, BLACK JACKET, BLUE JEANS",19
420,"BLACK JACKET,JEANS",19
421,"TAN HOODIE, BLUE JEANS",19
422,"RED T, BLUE JEANS",19
423,"RED HOODIE, BLUE JEANS, WHITE SNEAKERS",19
424,"CAMO JACKET, BLUE JEANS",19
425,"BLUE JACKET, BLUE PANTS",19
426,"WHITE T-SHIRT, BLACK SHORTS, WHITE SNEAKERS",18
427,"BLUE JEANS, NO SHIRT",18
428,"GRAY HOODIE, GRAY SWEATPANTS",18
429,"WHITE T-SHIRT, GREEN SHORTS",18
430,"GREY T-SHIRT, BLACK PANTS",18
431,"JEANS, BLUE SHIRT",18
432,"GRAY HOODED SWEATSHIRT, BLUE JEANS",18
433,"GREY HOODIE, DARK JEANS",18
434,"BLUE JEANS, WHITE T",18
435,WHITE T BLUE JEANS,18
436,"ORANGE HOODIE, BLUE JEANS",18
437,BLACK CLOTHING,18
438,"GREY T-SHIRT, BLUE SHORTS",18
439,"BLACK PUFFY JACKET, BLUE JEANS",18
440,"BLUE JEANS, BLUE T-SHIRT",18
441,BLACK JACKET AND BLUE JEANS,18
442,"BLACK COAT, DARK JEANS",18
443,"BLACK JACKET,BLUE JEANS",18
444,"BLUE T-SHIRT, BLACK PANTS",18
445,"RED JACKET, BLACK JEANS",18
446,"GREY HOODIE, GREY PANTS",18
447,"WHITE TANK TOP, BLUE JEAN SHORTS",18
448,"BLACK JACKET, GREY JEANS",18
449,"BLUE T-SHIRT, BLUE JEANS, BLACK SNEAKERS",18
450,"WHITE SHIRT, WHITE PANTS",18
451,"GREY T, BLUE JEANS",17
452,"WHITE T-SHIRT, BEIGE SHORTS",17
453,"BLACK COAT, BLUE JEANS, BROWN BOOTS",17
454,"BLACK HAT, BLACK T-SHIRT, BLUE JEANS",17
455,"BLACK HAT, BLACK SHIRT, BLACK JEANS",17
456,"BLACK SHIRT, GREY SWEATPANTS",17
457,BLACK JACKET BLUEJEANS,17
458,"BLACK COAT, GREY HOODIE, BLUE JEANS",17
459,"BLACK COAT, BLUE JEANS, BLACK BOOTS",17
460,"GREEN JACKET, BLACK PANTS",17
461,"BLUE JEANS, BLACK T",17
462,BLACK JACKET  BLUE JEANS,17
463,"GREY HOODIE, BLACK SWEATS",17
464,"BLACK SHIRT, BLUE SHORTS",17
465,"BLACK LEATHER JACKET, BLACK JEANS",17
466,"BLACK T-SHIRT, BLACK SHORTS, BLACK SNEAKERS",17
467,"GRAY HOODIE, BLUE JEANS, BLACK SNEAKERS",17
468,WHITE T-SHIRT AND BLUE JEANS,17
469,"BLACK HOODIE, GRAY SWEATPANTS",17
470,"WHITE T-SHIRT, BLUE JEANS SHORTS",17
471,"MAROON HOODIE, BLUE JEANS",17
472,"GREY HOODIE, BLUE PANTS",17
473,"GRAY HOODIE, JEANS",17
474,"BLACK HOODIE, GREY JEANS",17
475,"BLACK SHIRT, GREY SHORTS",17
476,BLACK HOODIE AND BLUE JEANS,17
477,BLACK T-SHIRT BLACK JEANS,17
478,"GREY JACKET, BLACK JEANS",17
479,"RED HOODED SWEATSHIRT, BLUE JEANS",17
480,GRAY SWEATSHIRT,17
481,"BLACK SWT-SHIRT, JEANS",17
482,"BLACK JACKET, BLACK PANTS, BLACK SHOES",17
483,"GREY COAT, JEANS",17
484,"BLACK HAT, BLUE JACKET, BLUE JEANS",17
485,"T-SHIRT, SHORTS",17
486,"T-SHIRT, BLUE JEANS",17
487,"GREY SHIRT, BLUE JEANS, BLACK SNEAKERS",17
488,"PLAID SHIRT, JEANS",17
489,"WHITE TEE SHIRT, BLUE JEANS",17
490,"BLUE JEANS, WHITE TANK TOP",16
491,TAN JACKET,16
492,"GREEN SHIRT, JEANS",16
493,"BLACK T-SHIRT, BLUE JEAN SHORTS",16
494,"WHITE HOODIE, JEANS",16
495,"BLACK JACKET, BLUE JEANS, BLACK HAT",16
496,"BLUE SHIRT, TAN SHORTS",16
497,"BLACK SHIRT, KHAKI SHORTS",16
498,"BLUE T-SHIRT, GREY SWEATPANTS",16
499,GREY HOODED SWEATSHIRT,16
500,"WHITE SHIRT, BL JEANS",16
501,"RED HAT, BLACK JACKET, BLUE JEANS",16
502,BLACK JACKET BLUE JEANS BLACK SNEAKERS,16
503,"WHITE T-SHIRT, DARK PANTS",16
504,"GREEN SHIRT, BLACK PANTS",16
505,"RED SHIRT, BLUE JEANS, WHITE SNEAKERS",16
506,"RED PLAID SHIRT, BLUE JEANS",16
507,"BLACK T-SHIRT, WHITE SHORTS",16
508,"BLUE JEANS, RED SHIRT",16
509,WHITEE T  BLUE  JEANS,16
510,"RED POLO SHIRT, BLUE JEANS",16
511,"GREY SHIRT, BLUE SHORTS",16
512,"WHITE T-SHIRT, BLUE SWEATPANTS",16
513,"WHITE TANK, BLUE JEANS",16
514,BLACK LEATHER JACKET BLUE JEANS,16
515,"BLACK JACKET, BLACK SHIRT, BLUE JEANS",16
516,"BLACK JACKET, BLACK SWEATS",16
517,WHITE JACKET BLUE JEANS,16
518,"BLACK JACKET, BLUE JEANS, SNEAKERS",16
519,"BLUE HOODIE, BLACK SWEATPANTS",16
520,"GREEN SWEATSHIRT, BLUE JEANS",16
521,"BLUE POLO SHIRT, BLUE JEANS",16
522,"WHITE POLO, BLUE JEANS",16
523,"BLUE T-SHIRT, BLUE JEANS, WHITE SNEAKERS",16
524,"WHITE T, BLUE JEAN SHORTS",16
525,"JEANS, BLACK SHIRT",15
526,"BLACK JACKET, BLACK PANTS, BLACK SNEAKERS",15
527,"RED SWEATSHIRT, BLACK JEANS",15
528,BLUE JEANS BLACK T-SHIRT,15
529,"BLUE HOODIE, GREY SWEATS",15
530,"BLACK HOODIE, KHAKI PANTS",15
531,"BLUE SHIRT, GREY PANTS",15
532,"BLACK SHORTS, WHITE T-SHIRT",15
533,"BLACK PUFFY COAT, BLUE JEANS",15
534,"WHITE SHIRT, GREY SHORTS",15
535,BLACK SHIRT JEANS,15
536,"GREY SWEATER, BLACK JEANS",15
537,"RED JACKET, BLACK PANTS",15
538,"TAN JACKET, BLACK PANTS",15
539,"BLACK SHIRT, BLUE PANTS",15
540,"BLUE SHIRT, WHITE SHORTS",15
541,BLACK COAT BLACK PANTS,15
542,"BLUE JEANS, GRAY HOODIE",15
543,"BLACK HAT, BLACK SWEATSHIRT, BLUE JEANS",15
544,"WHITE TANK TOP, JEANS",15
545,"BLACK SHIRT, BLACK PANTS, BLACK SHOES",15
546,GREY SWEATPANTS,15
547,"BLACK HOODIE, BLACK SHORTS",15
548,"GREEN SHIRT, BLACK JEANS",15
549,"WHITE SHIRT, WHITE SHORTS",15
550,GREEN SHIRT BLUE JEANS,15
551,"BLACK JACKET, BLUE HOODIE, BLUE JEANS",15
552,"TAN COAT, JEANS",15
553,"BLACK T-SHIRT, BLACK PANTS, BLACK SNEAKERS",15
554,"BLACK HOODIE, GREY PANTS",15
555,"BLACK T, BLACK SHORTS",15
556,"WHITE JACKET, JEANS",15
557,"WHITE SHIRT, BLUE JEAN SHORTS",15
558,"WHITE T-SHIRT, BLUE JEANS, GREY SNEAKERS",15
559,"BLACK SWEATER, BLACK PANTS",15
560,GREEN JACKET,15
561,"BLACK JACKET,  BLUE JEANS",15
562,"BLUE HAT, BLUE JACKET, BLUE JEANS",15
563,"BLACK JEANS, BLACK COAT",15
564,BLACK SWEATER BLUE JEANS,15
565,"BLACK COAT, TAN PANTS",15
566,BLUE JACKET JEANS,15
567,"GREEN JACKET, BLACK JEANS",15
568,"BLACK HOODIE, BLUE EJANS",15
569,"GREY T-SHIRT, BLUE JEANS, WHITE SNEAKERS",14
