,Unique_Values,Value_Counts
102,"ROBBERY,ATTEMPT,ARMED PERSON",13
103,INTIMIDATE WITNESS,12
104,"PROSTITUTION, DERIVING SUPPORT",11
105,"209A INTIMIDATION OF WITNESS, VICTIM",11
106,"PROPERTY, FOUND",11
107,THREATS TO COMMIT CRIME,11
108,"ATTEMPT,",11
109,DISTURBING PUBLIC ASSEMBLY,11
110,"RECEIVING,OVER 250-",11
111,"ALCOHOL, PARK",11
112,"LARCENY, CHECK",11
113,"HIT & RUN, PROPERTY",10
114,"ANIMAL CONTROL ,DOG BITES,ETC",10
115,"CITY ORDINANCE, NOISE",10
116,"HIT & RUN, PERSONAL",10
117,"209A, ADW",9
118,"UTTERING, CHECK",9
119,LICENSE PREMISE VIOLATION,9
120,"SEXUAL OFFENDER, FAILURE TO REGISTER",8
121,"SEX-ASSAULT, UNCONFIRMED OR UNKNOWN",7
122,"ASSAULTW, I TO MURDER",7
123,"CITY ORDINANCES, HAWKERS",7
124,FALSE FIRE ALARM,7
125,FALSE REPORTS TO POLICE,7
126,SUDDEN DEATH,7
127,"SEX-ASSAULT, RAPE ATTEMPT",7
128,"DRUGS, SCHOOL ZONE",7
129,"UTTERING, PRESCRIPTION",7
130,BURGLARIOUS TOOLS,7
131,"209A, CUSTODY DISPUTE",7
132,CAR-JACKING,7
133,WILFUL & MALICIOUS,6
134,"INTERNET INVESTIGATION, OTHER",6
135,"LARCENY, CREDIT CARD",6
136,SAFE KEEPING,6
137,MISSING PERSON-CANCEL,5
138,ARSON,5
139,"LARCENY, NOTEBOOK COMPUTER",5
140,"FIREARM, TURNED IN",5
141,ACCESSORY,5
142,PROTECTIVE CUSTODY,5
143,"A&B, PUBLIC SERVANT",5
144,BOMB THREAT,5
145,"PROPERTY, DAMAGE",5
146,"ROBBERY, HANDBAG",5
147,"WARRANTS, RUNAWAY, CHINS,ETC00",5
148,"OUI, DRUGS",5
149,ANNOYING & ACCOSTING,4
150,"SEX-ASSAULT, INDECENT A&B 14 + ",4
151,FORGERY,4
152,"MV ACCIDENT, INJURY",4
153,DAMAGE TO PROPERTY,4
154,"209A, LARCENY",4
155,"FIRE, RESIDENTIAL",4
156,VIO HACKNEY LAWS,4
157,"MV ACCIDENT, DEPT VEHICLE",4
158,"SEX-ASSAULT, RAPE OF CHILD BY FORCE",4
159,"AMMUNITION, POSSESSION",4
160,CHILD PORNOGRAPHY INVESTIGATION,4
161,"MV ACCIDENT, PED",3
162,LARCENY OF LEASED OR RENTED PROPERTY,3
163,SUSPICIOUS PACKAGE,3
164,"RECEIVING, UNDER 250",3
165,"SORI, SEX OFFENDER REGISTRY LAW VIOLATION",3
166,SERVICE OTHER DEPARTMENT,3
167,ASSAULT WITH INTENT TO COMMIT FELONY,3
168,CRUELTY TO ANIMALS,2
169,DEFRAUD INNKEEPER,2
170,"209A, B&E, N, T",2
171,"209A, ELDERLY ABUSE",2
172,"ALCOHOL, SALE",2
173,RECOVERED STOLEN MV,2
174,"SEX-ASSAULT, RAPE & ABUSE, UNDER 16 STATUTORY RAPE",2
175,"DEMONSTRATION,",2
176,"209A, CHILD ABUSE",2
177,"WITNESS, INTIM",2
178,"INTERNET INVESTIGATION, CHILD SEXUAL ABUSE",2
179,"209A, VANDALISM",2
180,"ARMED ASSAULT DWELLING, HOME INVASION",2
181,"SEX-ASSAULT, RAPE AGGRAVATED",2
182,"ROBBERY,ATTEMPT,UNARMED COMMERCIAL",2
183,"209A, STALKING",2
184,"209A, ASSAULT WITH INTENT TO MURDER",2
185,"MACE, POSSESSION",2
186,"SICK ASSIST, PO",2
187,"FIRE, MV",2
188,HAZARD,2
189,ALTERING,1
190,"SEX-ASSAULT, INCEST",1
191,GAMING,1
192,"HARASSMENT, TELEPHONE",1
193,"MALFUNCTIONS, CITY,UTILITIES",1
194,CONSPIRACY,1
195,"209A, HARASSMENT TELEPHONE",1
196,"SEX-ASSAULT, INDECENT A&B UNDER 14",1
197,"ENTERING W, O BREAKING",1
198,"PROPERTY, LOST",1
199,"ROBBERY, OVER 65",1
200,"LARCENY, SAFE",1
201,RESALE TICKETS,1
202,"FIREARM, MACHINE GUN- POSSESSION",1
203,"IMPERSONATION, FALSE ID OF ANOTHER PERSON",1
204,"DEMONSTRATION, MASS ARREST",1
205,"209A, B&E, D, T",1
206,ENTICE CHILD UNDER 18 FOR SEX,1
207,"SEX-ASSAULT, SEARCH WARRANT EXECUTED",1
208,INJURED OFFICER,1
209,"LOST ,  STOLEN PLATE",1
210,"209A, SEARCH WARRANT",1
211,"INTERNET INVESTIGATION, FRAUD",1
212,PRISONER RELEASE,1
213,ESCAPE,1
214,"CITY ORDINANCES, HACKNEY",1
215,INS CIVIL ORDER,1
216,"ROBBERY,ATTEMPT,ARMED COMMERCIAL",1
217,RECOVERED STOLEN PLATE,1
218,"FIREARM, SAWED OFF- POSSESSION",1
219,"BREAKING GLASS, BLDG",1
220,"209A, MALICIOUS DESTRUCTION PROPERTY",1
221,CONCEALMENT OF RENTAL PROPERTY,1
