,Unique_Values,Value_Counts
241,BLACK/HISP.,2
242,BLACK/NON HISPANIC,2
243,SAMALIA,2
244,ITAL,2
245,BHN,2
246,NON-SHIP,2
247,NON HI,2
248,NON. H,2
249,BULGARIAN,2
250,LATIN,2
251,HAITIAN/BLK,2
252,HISANIC,2
253,WNON,2
254,BLK HAIT,2
255,BLK N-HISP,2
256,FRENCH,2
257,US,2
258,BLK  HAIT,2
259,SPAN,2
260,PORTUGUESE,2
261,BLNH,2
262,WHT-H,2
263,23/2/90,2
264,PUERTO,2
265,B W/H,2
266,NON/HI,2
267,CAMBODIAN,2
268,B/N/H/,2
269,BLK /H,2
270,HAITA,2
271,HISPAQNIC,2
272,WHITE NONHISPANIC,2
273,HAT,2
274,B/NON/HISP,2
275,D.R,2
276,CAPE VERDI,2
277,W/NON,2
278,HISO,2
279,CAU,2
280,W/A,2
281,HHISPANIC,2
282,HIP,2
283,UNKOWN,2
284,W. INDIAN,2
285,DOMINCAN,2
286,BROWN,2
287,N?H,2
288,B/NB,2
289,HISOANIC,2
290,NON H.,2
291,AFRO AMERICAN,2
292,NON HISP.,2
293,B/H - AM,2
294,HOUNDORAS,2
295,MIXED RACE,2
296,N-A,2
297,BNGH,1
298,6/15/76,1
299,BLK/ HISPANIC,1
300,SALVADORIAN,1
301,8/22/85,1
302,H/M,1
303,EL,1
304,MID,1
305,N/H`,1
306,MIS,1
307,MI,1
308,2/22/92,1
309,BARBADOS,1
310,PNANMA,1
311,BLACK/NON-HISPANIC,1
312,CAPE VEDEAN,1
313,DOMENICAN,1
314,EYGPT,1
315,URUGUAY,1
316,MN/H,1
317,NON-/H,1
318,8/13/95,1
319,WM,1
320,7/25/85,1
321,2/7/90,1
322,5/12/88,1
323,WHITE/NONHISPANIC,1
324,W-NON,1
325,29/4/93,1
326,NIGERIA,1
327,CAPEDERDIAN,1
328,5/30/79,1
329,A/H,1
330,HATITAN,1
331,H/B,1
332,B/N/HISP,1
333,3/25/96,1
334,WHITENON HISPANIC,1
335,11/6/69,1
336,WHITE/NON,1
337,NHG,1
338,SAUDI ARABIAN,1
339,SOMILA,1
340,EL SAVADOR,1
341,NON/HS,1
342,CK,1
343,7/3/79,1
344,31/7/82,1
345,CAPEVEDIAN,1
346,BLACK/HSPANIC,1
347,CR,1
348,BOSNIAN,1
349,HN,1
350,HIS.,1
351,NISP,1
352,W B,1
353,NA,1
354,PURTO RICAN,1
355,NON-HISPANCE,1
356,PANAMA,1
357,B/N/HIPS,1
358,EL SOL,1
359,A.A,1
360,VIETN,1
361,15/2/87,1
362,HISPANIC (PUERTO RICAN),1
363,B HISP,1
364,3/7/79,1
365,15/2/98,1
366,N./H,1
367, N-H,1
368,LIBERIAN,1
369,AF. AM.,1
370,KENYON,1
371,BLACK-HISP,1
372,SOMMALIAN,1
373,NN HISPANIC,1
374,COLAMBIAN,1
375,"BLACK, NON-HISPANIC",1
376,"BLACK, WHITE HISPANIC",1
377,HISPANCI,1
378,DARK,1
379,"BLACK, WHITE-HISPANIC",1
380,WHITE HISAPNIC,1
381,BLACK / HISPANIC,1
382,WHITE/HISPANICE,1
383,CODVERIAN,1
384,HISO.,1
385,KENYAN,1
386,NONHISPANCI,1
387,BLK-HISP.,1
388,WH/HIS,1
389,NOT HISP,1
390,12/21/92,1
391,BK HISP,1
392,TRINI,1
393,NONE/HISP,1
394,MOROCCAN,1
395,M.E,1
396,NON ISPANIC,1
397,HISPANI8C,1
398,12/27/90,1
399,WHITE/NON-HISPANIC,1
400,BLACK CAPE VERDIAN,1
401,W/ NH,1
402,WHITE AMERICAN,1
403,3/25/94,1
404,NON HISPANICC,1
405,B/H/N,1
406,H OR A,1
407,H/FR,1
408, HISPANIC,1
409,N-H0,1
410,5/24/80,1
411,N/HN,1
412,MH,1
413,NYH,1
414,N.Y LIC,1
415,SANDI,1
416,HISPANIC/LIGHT,1
417,NON-MIS,1
418,BLK/N/H,1
419,IRAQI,1
420,4/17/89,1
421,B/H PUERTO RICAN,1
422,09-236-1995,1
423, NON- HISPANIC,1
424,07-0801969,1
425,BLK H,1
426,HBHT,1
427,"BLACK, HISPANIC",1
428,6/10/88,1
429,WNA,1
430,5/3/65,1
431,NONE,1
432,OLIVE COMPLEXION,1
433,MA,1
434,9/8/71,1
435,WHITE  HISPANIC,1
436,N-NON,1
437,BD/N/H,1
438,11/21/91,1
439,PORTUGAL,1
440,DOMINICA,1
441,WHITE HISP.,1
442,HSIP,1
443,12/27/62,1
444,BLACK/NON HISP,1
445,MIXED,1
446,3/24/94,1
447,WISP,1
448,N/ H,1
449,WHITE / HISPANIC,1
450,7/27/85,1
451,N -H,1
452,4/24/93,1
453,LIGH-TRINIDAD,1
454,PERUVIAN,1
455,B/P,1
456,NIGERIAN,1
457,7/28/90,1
458,SABDI,1
459,9/9/89,1
460,DNH,1
461,10/13/85,1
462,9/4/97,1
463,GUATO,1
464,POLISH,1
465,EHITE,1
466,W?H,1
467,NON-HISPANIC CAPE VERDIAN,1
468,RH,1
469,28/10/87,1
470,B/H/S,1
471,P. R.,1
472,HUNDURAN,1
473,11/12/87,1
474,CAPEDERAN,1
475,POTUGUESE,1
476,10/2/91,1
477,WHITE-HISP,1
478,SAMDI,1
479,HISP/P.R.,1
480,WHITE/ HISPANIC,1
481,LT BRO,1
482,LT,1
483,B/N/A/,1
484,AR,1
485,ARABIAN,1
486,B-NH,1
487,B;L/NON,1
488,EL SAL,1
489,24/10/91,1
490,NONM HISPANIC,1
491,SAUDI,1
492,A-A,1
493,B/A,1
494,2/6/56,1
495,CAPE VERIDAN,1
496,1/26/83,1
497,B/NON-HISP,1
498,`NON,1
499,I,1
500,CAPEVERDE,1
501,WC,1
502,N-HIS,1
503,BLK HISPANIC,1
504,3/2/93,1
505,W - NH,1
506,MID E,1
507,BLK-HAITIAN,1
508,IRISH/ITALIAN,1
509,BRO,1
510,2,1
511,AFR AM,1
512,BLK/BHAIT,1
513,HISPANI,1
514,RUS,1
515,WHS,1
516,DOMIC,1
517,WHT  HISP,1
518,WHTE   HISP,1
519,BLK  HAITIAN,1
520,CH,1
521,3/7/94,1
522,WHITE-NON-HISPANIC,1
523,NNON,1
524,BL/HAIT,1
525,COLUM,1
526,NON.HISP,1
527,BLACK /NON HISPANIC,1
528,9/7/91,1
529,LEBONISE,1
530,B/H (CV),1
531,ANGLO,1
532,4/26/80,1
533,HIISPANIC,1
534,WN/H,1
535,JOS[AMOC,1
536,12/31/68,1
537,30/4/92,1
538,NWH,1
539,NOT,1
540,28/02/1994,1
541,BL/HAITIAN,1
542,ARAB,1
543,5/6/89,1
544,CAOE VERDEAN,1
545,BLACK/ NON HISPANIC,1
546,WHTE /HISP,1
547,SALVDORAN,1
548,JAIMAICAN,1
549,11/23/02,1
550,N-N,1
551,U,1
552,21/5/94,1
553,JAPAN,1
554,12/3/81,1
555,"WHTE, H",1
556, NH,1
557,BMH,1
558,HISPQANIC,1
559,1/5/77,1
560,210,1
561, NON/H,1
562,TRANSGENDER,1
563,WEE,1
564,D N/H,1
565,WHITE- HISPANIC,1
566,B/N\,1
567,9/4/94,1
568,HATIAIN,1
569,HISPAINC,1
570,ASIAN/BLACK,1
571,BLK-HISP,1
572,250,1
573,1/1/87,1
574,SALVARDORAN,1
575,NEGRO,1
576,26/1/88,1
577,HISPANIC PUERTORICAN,1
578,13/6/99,1
579,10667569,1
580,AFRICAN-AMERICAN,1
581,6,1
582,W.N,1
583,KOREAN,1
584,BLACK/NON,1
585,W/NONHISPANICE,1
586,CP,1
587,HP,1
588,1/7/95,1
589,B/H P.R,1
590,HISP DR/PR,1
591,9/6/93,1
592,26/5/95,1
593,583691207,1
594,5/5/67,1
595,B - NH,1
596,NEW YORK LIC,1
597,WHTE / HISP,1
598,BARNIAN,1
599,31/7/89,1
600, BLACK,1
601,160,1
602,NON-HISPANIC CAPE VERDEAN,1
603,MD,1
604,BLK NON H,1
605,1/11/87,1
606,12/2/83,1
607,MUSLIM,1
608,4/2/71,1
609,WHT-HSP,1
610,N- A,1
611,26/5/91,1
612,M/M,1
613,CAUCASIAN,1
614,ITILIAN,1
615,DWH,1
616,MPM,1
617,3/7/83,1
618,4/23/94,1
619,WHTIE,1
620,BLACK.HISPANIC,1
621,HISPANIC/PR,1
622,W/H PUERTO,1
623,MNH,1
624,BLK/HAI,1
625,BLK/HAIT.,1
626,S,1
627,BLK NON HISP,1
628,BNON/H,1
629,N/H11-05-1951,1
630,NON-HIPANIC,1
631,8/4/89,1
632,7/1/84,1
633,SOLMANIAN,1
634,5/1/93,1
635,21/3/91,1
636,BNI,1
637,SOMALA,1
638,SOLMANIA,1
639,GREEK ORIGIN,1
640,B / H,1
641,W H,1
642,28/9/91,1
643,GUATA,1
644,AF AM,1
645,UT,1
646,DOM. REP. (B/H),1
647,W. H.,1
648,BLAK,1
649,E/I,1
650,B/F,1
651,AFRICIAN,1
652,HUNDU,1
653,BUILT,1
654,5/9/97,1
655,A/F,1
656,"BLACK, NON HISPANIC",1
657, HISP,1
658,11/29/81,1
659,3/7/90,1
660,WHITE/HISP,1
661,B H,1
662,ITAILIAN,1
663,3/4/85,1
664,CAUCASSION,1
665,BLK/NON,1
666,SOLAMI,1
667,NNH,1
668,DOMINIC,1
669,MID. EAST.,1
670,NOR,1
671,HOUDORAS,1
672,2/4/83,1
673,HIPS,1
674,HISOP,1
675,NT,1
676,BLACK NION HISP,1
677,BLCK,1
678,HONDOROUS,1
679,B/H -- DR,1
680,JAM,1
681,BLACK /HISPANIC,1
682,10/18/94,1
683,BW/H,1
684,B/HIS,1
685,6/18/83,1
686, BLK HAITIAN,1
687,HN-H,1
688,NE,1
689,16782177,1
690,BLK/HAITN,1
691,7/21/89,1
692,DOMINICAN REP,1
693,NON HISPANINC,1
694,BLK /HISP,1
695,  DOM  REPUBLIC,1
696,CAPE VERSIAN,1
697,WHR/H,1
698,NON-HISPANICS,1
699,IC,1
700,SALV,1
701,DOM.REP.,1
702,HISPANIX,1
703,CIV,1
704,GUYANESE,1
705,CAB,1
706,BB,1
707,MOROCCON,1
708,COLUMBIA,1
709,MEXIC,1
710,27/1/93,1
711,13-8-96,1
712,MEXICO,1
713,DOMIN,1
714,PURTO RICAN HISPANIC,1
715,NBH,1
716,P.RICAN,1
717,Q,1
718,HISPI,1
719,BNON H,1
720,W/H - BRAZILIAN,1
721,L,1
722,BLACK/NONHISPANIC,1
723,S80635978,1
724,HW,1
725,WHTE  HISP.,1
726,WHH,1
727,MORROCIAN,1
728,DOMINCAN REPUBLIC,1
729, B/N,1
730,-,1
731,WHITE/ HISP.,1
732,EI,1
733,WHITE NON,1
734,2/4/88,1
735,EGYPTIAN,1
736,BIB,1
737,BLK HISP-CUBAN,1
738,`W,1
739,4/11/82,1
740,HNN,1
741,07-03-1002,1
742,ITALY,1
743,BWK,1
744,3/18/86,1
745,BLACKL,1
746,PERU,1
747,JAMICA,1
748,HAIIAN,1
749,NON  HISP.,1
750,6/7/94,1
751,BMT,1
752,BLK/ MEXICAN HISPANIC,1
753,BLACK  HISPANIC,1
754,HISPANIIC,1
755,2/11/58,1
756,10/11/94,1
757,1/10/97,1
758,26/10/87,1
759,WNM,1
760,AM IND,1
761,9/28/90,1
762,HISPANINC,1
763,BLK/,1
764,AMER.,1
765,BLK JAMAICAN,1
766,5/8/72,1
767,BBLACK,1
768,DOMINICAN REPUBIC,1
769,18/11/89,1
770,L.S.,1
771,SOMOLIAN,1
772,MOROCCO,1
773,3/24/56,1
774,MALE-FEMALE,1
775,HISPANIC/WHITE,1
776,NON-,1
777,DOMICIAN,1
778,1/20/71,1
779,BLT,1
780,MEDUM,1
781,H -H,1
782,WHTE HISPANIC,1
783,HISOPANIC,1
784,WHI,1
785,BLK  JAMAICAN,1
786,11/18/97,1
787,3/9/67,1
788,B.NH,1
789,GERMAN,1
790,WHITE PUERTO RICAN,1
791,AFICAN,1
792,UKRAINE,1
793,WIHITE HISPANIC,1
794,HATIIAN,1
795,HISPAIC,1
796,HISPANCE,1
797,WHITE  HISP.,1
798,B/HISP,1
799,SAMIL,1
800,GUATEMAL,1
801,8/28/68,1
802,NON. H.,1
803,HISPANICA,1
804,LIBERIA,1
805,WHTE  HISPANIC,1
806,190,1
807,MT,1
808,B NON HISPANIC,1
809,BLACK NON HISPANCX,1
810,B//N,1
811,SOMALIA,1
812,HATT,1
813,LEBANESE,1
814,WHT/ HISP,1
815,BRIZAL,1
816,CAPR VERDEAN,1
817,BLK/HISPANIC,1
818,WH/PR,1
819,12/1/91,1
820,N/HQ,1
821,B W/ H,1
