,Unique_Values,Value_Counts
244,"DARK HOODIE, BLUE JEANS",31
245,"BLACK PANTS, BLACK JACKET",31
246,"NO SHIRT, BLACK SHORTS",30
247,"BLACK JACKET, BLACK SWEATPANTS",30
248,"BLACK TANK TOP, BLACK SHORTS",30
249,"TAN COAT, BLUE JEANS",30
250,"RED HOODIE, JEANS",30
251,"RED T-SHIRT, BLACK SHORTS",30
252,"BLACK JACKET, BLUE PANTS",30
253,BLUE DRESS,30
254,"WHITE SHIRT, BLUE JEANS, WHITE SNEAKERS",29
255,"BLACK SHIRT, BLACK PANTS, BLACK SNEAKERS",29
256,"WHITE T-SHIRT, BLUE PANTS",29
257,"TAN SHIRT, BLUE JEANS",29
258,"WHITE SHIRT, BLUE JEANS, BLACK SNEAKERS",29
259,BLACK LEATHER JACKET,29
260,"GREY SHIRT, BLACK SHORTS",29
261,"BLACK JACKET, DARK PANTS",29
262,"BLACK JACKET, GREY PANTS",29
263,GREEN JACKET BLUE JEANS,29
264,"GREY SHIRT, GREY PANTS",29
265,"GREEN COAT, BLUE JEANS",29
266,"BLACK HAT, GREY HOODIE, BLUE JEANS",29
267,"BLACK HAT, BLACK JACKET, BLACK PANTS",29
268,"BLUE HOODIE, BLACK PANTS",29
269,"WHITE SWEATSHIRT, BLUE JEANS",29
270,"RED SOX JACKET, BLUE JEANS",28
271,"GREY HOODED SWEATSHIRT, BLUE JEANS",28
272,"BLUE COAT, JEANS",28
273,"WHITE SHIRT, BLUE PANTS",28
274,"BLUE HOODIE, BLUE JEANS, WHITE SNEAKERS",28
275,"BLACK HAT, BLACK COAT, BLACK JEANS",28
276,BLACK SHIRT BLACK PANTS,28
277,"BLUE T, BLUE JEANS",28
278,"BLUE SHIRT, BLUE JEANS, WHITE SNEAKERS",27
279,"WHITE T-SHIRT, BLACK JEANS, BLACK SNEAKERS",27
280,"JEAN JACKET, BLUE JEANS",27
281,"WHITE T-SHIRT, JEAN SHORTS",27
282,"GRAY SWEATER, BLUE JEANS",27
283,"BLACK HOODIE, GREY SWEATS",27
284,GREY T-SHIRT,27
285,"BLACK SHIRT, GREY PANTS",27
286,"WHITE T-SHIRT, GREY JEANS",27
287,GREY SHIRT,26
288,"WHITE T, JEANS",26
289,"BROWN COAT, JEANS",26
290,"BLUE JEANS, GREY SWEATSHIRT",26
291,RED SHIRT BLUE JEANS,26
292,"WHITE T-SHIRT, GREY SWEATS",26
293,"GREY SWEATSHIRT, BLACK PANTS",25
294,"BLUE JEANS, BLUE COAT",25
295,"BLACK SHIRT, BLUE JEANS, WHITE SNEAKERS",25
296,"BLUE SHIRT, TAN PANTS",25
297,"BLACK HOOD, BLUE JEANS",25
298,"RED SHIRT, BLUE JEANS, BLACK SNEAKERS",25
299,"BLUE JEANS, BROWN JACKET",25
300,"BLUE JEANS, GREY JACKET",25
301,GREY JACKET BLUE JEANS,25
302,"BLUE T-SHIRT, BLACK JEANS",25
303,"BLACK JACKET, BLACK JEANS, BLACK SNEAKERS",25
304,GRAY HOODIE BLUE JEANS,25
305,"BLUE SHIRT, BLACK JEANS",25
306,"WHITE T-SHIRT, CAMO SHORTS",25
307,"BLACK NORTHFACE, BLUE JEANS",25
308,"WHITE T, BLACK PANTS",25
309,"BLACK JACKET, GREY SWEATS",24
310,"GREY SWEATSHIRT, BLUE JEANS, WHITE SNEAKERS",24
311,"RED COAT, BLUE JEANS",24
312,"GREY T-SHIRT, BLACK JEANS",24
313,"BLACK FLEECE, BLUE JEANS",24
314,"GRAY T-SHIRT, BLACK SHORTS",24
315,BLUE SWEATSHIRT,24
316,"WHITE COAT, BLUE JEANS",24
317,"BLACK T-SHIRT, RED SHORTS",24
318,"JEANS, WHITE T-SHIRT",24
319,"BLACK JEANS, BLACK HOODIE",24
320,"BLACK HOODIE, TAN PANTS",24
321,BROWN JACKET,24
322,"NAVY BLUE HOODIE, BLUE JEANS",24
323,"BLACK COAT, BL JEANS",24
324,"BLUE JACKET, BLACK JEANS",24
325,BLUE SHORTS,24
326,"BLUE T-SHIRT, BLACK SHORTS",24
327,"BLACK T-SHIRT, KHAKI SHORTS",24
328,"WHITE TANK TOP, TAN SHORTS",24
329,"BLACK SWEATSHIRT, GREY SWEATPANTS",24
330,"STRIPED SHIRT, BLUE JEANS",23
331,"GREY SWT-SHIRT, JEANS",23
332,"JEANS, BLACK COAT",23
333,BRAIDS,23
334,"RED HOODIE, BLACK PANTS",23
335,"BLACK HOODIE, DARK BLUE JEANS",23
336,"BLACK HOODIE, BLUEJEANS",23
337,"BLACK SHIRT, BLUE JEANS, BLACK SHOES",23
338,"BLUE SHIRT, BLACK SHORTS",23
339,"BLUE HOODIE, BLUE JEANS, BLACK SNEAKERS",23
340,"WHITE SHIRT, TAN SHORTS",23
341,GREY JACKET,23
342,"BLACK CAP, BLACK JACKET, BLUE JEANS",23
343,"BLACK T, JEANS",23
344,"WHITE T-SHIRT, GREY PANTS",23
345,"RED SWEATER, BLUE JEANS",23
346,"BLUE SWEATSHIRT, JEANS",23
347,WHITE TANK TOP BLUE JEANS,23
348,"BLACK JACKET, BLUEJEANS",23
349,"BLACK T, BLACK JEANS",23
350,"GREY HOODIE, BLUE JEANS, GREY SNEAKERS",23
351,"BLUE PLAID SHIRT, BLUE JEANS",23
352,"BROWN LEATHER JACKET, BLUE JEANS",23
353,"BLACK JACKET, BROWN PANTS",23
354,"GREY JACKET, BLACK PANTS",23
355,"BROWN JACKET, BLACK PANTS",22
356,WHITE T-SHIRT BLUEJEANS,22
357,DARK HOODIE,22
358,"BLACK HAT, BLACK COAT, BLACK PANTS",22
359,BLACK PANTS,22
360,BLACK HOODIE BLACK JEANS,22
361,"GREY SWEATSHIRT, BLACK JEANS",22
362,"DARK SHIRT, BLUE JEANS",22
363,"WHITE T, BLUE SHORTS",22
364,"WHITE T-SHIRT, BLACK SWEATS",22
365,"BLUE JEANS, GREY SHIRT",22
366,TAN JACKET BLUE JEANS,22
367,DARK,22
368,"BLACK SHIRT, BLACK JEANS, BLACK SNEAKERS",22
369,BEARD,21
370,"BLACK JACKET, BLACK HOODIE, BLUE JEANS",21
371,"BLACK T-SHIRT, BLACK JEANS, BLACK SNEAKERS",21
372,"BLACK JACKET, KHAKI PANTS",21
373,"RED HOODIE, BLUE JEANS, BLACK SNEAKERS",21
374,"BLACK HAT, BLACK SHIRT, BLACK PANTS",21
375,RED T-SHIRT,21
376,"GRAY HOODIE, BLACK PANTS",21
377,"WHITE T-SHIRT, BROWN SHORTS",21
378,WHITE T-SHIRT BLACK SHORTS,21
379,"BLACK TOP, BLUE JEANS",21
380,"GRAY SHIRT, BLACK PANTS",21
381,"WHITE T, TAN SHORTS",21
382,"WHITE T-SHIRT, BLACK SHORTS, BLACK SNEAKERS",21
383,BLACK HOODED SWEATSHIRT,21
384,"WHITE TANK TOP, BLUE SHORTS",21
385,"BLUE T-SHIRT, BLUE SHORTS",21
386,"BLACK JACKET, WHITE SHIRT, BLUE JEANS",21
387,"BLACK T-SHIRT, DARK JEANS",21
388,"WHITE T-SHIRT,BLUE JEANS",21
389,"BLUE HOODED SWEATSHIRT, BLUE JEANS",21
390,"BLUE HOODIE, GREY SWEATPANTS",21
391,"WHITE SHIRT, GREY PANTS",20
392,"BLACK SHIRT, BLACK SWEATPANTS",20
393,"GREEN SWEATER, BLUE JEANS",20
394,"BROWN T-SHIRT, BLUE JEANS",20
395,BLACK T-SHIRT BLACK SHORTS,20
396,"BLUE JACKET, BLUE JEANS, BLACK SNEAKERS",20
397,"PINK SHIRT, BLACK PANTS",20
398,"BLACK SHIRT, TAN PANTS",20
399,"GREY SWEATSHIRT, BLUE JEANS, BLACK SNEAKERS",20
400,"WHITE TANK TOP, BLACK JEANS",20
401,"BLUE JEAN JACKET, BLUE JEANS",20
402,BLACK JEANS,20
403,"BLACK T, BLACK PANTS",20
404,"RED T-SHIRT, BLACK JEANS",20
405,"GREY HOODIE, BLUEJEANS",20
406,"BLACK JACKET, BLUE JEANS, GREY SNEAKERS",20
407,GREY SHIRT BLUE JEANS,20
408,"WHITE T-SHIRT, BLUE JEANS, BLUE SNEAKERS",20
409,"BLACK T-SHIRT, SHORTS",20
410,"BLUE, WHITE SHIRT, BLUE JEANS",20
411,WHITE T,20
412,"RED JACKET, JEANS",19
413,DARK JACKET,19
414,"RED HOODIE, BLUE JEANS, WHITE SNEAKERS",19
415,"BLUE JACKET, BLUE PANTS",19
416,"TAN HOODIE, BLUE JEANS",19
417,"GREEN JACKET, JEANS",19
418,"BLACK HOODED JACKET, BLUE JEANS",19
419,"BLACK JACKET,JEANS",19
420,"CAMO JACKET, BLUE JEANS",19
421,"BLUE HAT, BLACK JACKET, BLUE JEANS",19
422,GREY SWEATSHIRT BLUE JEANS,19
423,"RED T, BLUE JEANS",19
424,"WHITE T-SHIRT, BLUEJEANS",19
425,"BLACK HOODIE, DARK PANTS",19
426,"BLACK JACKET,BLUE JEANS",19
427,"BLUE T-SHIRT, BLACK PANTS",18
428,BLACK HOODIE AND BLUE JEANS,18
429,"GREY T-SHIRT, BLACK PANTS",18
430,"GRAY HOODED SWEATSHIRT, BLUE JEANS",18
431,"WHITE T-SHIRT, GREEN SHORTS",18
432,WHITE T BLUE JEANS,18
433,BLACK JACKET AND BLUE JEANS,18
434,"WHITE SHIRT, WHITE PANTS",18
435,"BLUE JEANS, BLUE T-SHIRT",18
436,"BLUE JEANS, WHITE T",18
437,"BLACK HOODIE, GREY JEANS",18
438,"GREY T-SHIRT, BLUE SHORTS",18
439,"WHITE TANK TOP, BLUE JEAN SHORTS",18
440,"WHITE T-SHIRT, BLACK SHORTS, WHITE SNEAKERS",18
441,"BLACK PUFFY JACKET, BLUE JEANS",18
442,"BLACK JACKET, GREY JEANS",18
443,"BLUE T-SHIRT, BLUE JEANS, BLACK SNEAKERS",18
444,"GRAY HOODIE, GRAY SWEATPANTS",18
445,"GREY HOODIE, GREY PANTS",18
446,"JEANS, BLUE SHIRT",18
447,"RED JACKET, BLACK JEANS",18
448,"ORANGE HOODIE, BLUE JEANS",18
449,"GREY HOODIE, DARK JEANS",18
450,"BLUE JEANS, NO SHIRT",18
451,"BLACK COAT, DARK JEANS",18
452,BLACK CLOTHING,18
453,"BLACK SWT-SHIRT, JEANS",17
454,BLACK T-SHIRT BLACK JEANS,17
455,"GREY JACKET, BLACK JEANS",17
456,"GREY SHIRT, BLUE JEANS, BLACK SNEAKERS",17
457,"BLUE JEANS, BLACK T",17
458,"T-SHIRT, SHORTS",17
459,BLACK JACKET BLUEJEANS,17
460,"BLACK SHIRT, GREY SWEATPANTS",17
461,"GREY HOODIE, BLUE PANTS",17
462,"BLACK COAT, BLUE JEANS, BLACK BOOTS",17
463,"BLACK COAT, BLUE JEANS, BROWN BOOTS",17
464,"T-SHIRT, BLUE JEANS",17
465,"BLACK HAT, BLACK SHIRT, BLACK JEANS",17
466,"WHITE T-SHIRT, BLUE JEANS SHORTS",17
467,"WHITE TEE SHIRT, BLUE JEANS",17
468,"MAROON HOODIE, BLUE JEANS",17
469,"WHITE T-SHIRT, BEIGE SHORTS",17
470,"BLACK HOODIE, GRAY SWEATPANTS",17
471,"GREEN JACKET, BLACK PANTS",17
472,"BLACK COAT, GREY HOODIE, BLUE JEANS",17
473,"RED HOODED SWEATSHIRT, BLUE JEANS",17
474,"BLACK LEATHER JACKET, BLACK JEANS",17
475,"BLACK HAT, BLACK T-SHIRT, BLUE JEANS",17
476,WHITE T-SHIRT AND BLUE JEANS,17
477,"GREY HOODIE, BLACK SWEATS",17
478,"GREY COAT, JEANS",17
479,GRAY SWEATSHIRT,17
480,"BLACK JACKET, BLACK PANTS, BLACK SHOES",17
481,"BLACK SHIRT, GREY SHORTS",17
482,"GRAY HOODIE, BLUE JEANS, BLACK SNEAKERS",17
483,"GRAY HOODIE, JEANS",17
484,BLACK JACKET  BLUE JEANS,17
485,"GREY T, BLUE JEANS",17
486,"BLACK SHIRT, BLUE SHORTS",17
487,"PLAID SHIRT, JEANS",17
488,"BLACK T-SHIRT, BLACK SHORTS, BLACK SNEAKERS",17
489,"BLACK HAT, BLUE JACKET, BLUE JEANS",17
490,"RED POLO SHIRT, BLUE JEANS",16
491,"WHITE T-SHIRT, BLUE SWEATPANTS",16
492,"BLACK JACKET, BLACK SWEATS",16
493,GREY HOODED SWEATSHIRT,16
494,"BLACK T-SHIRT, WHITE SHORTS",16
495,"WHITE HOODIE, JEANS",16
496,"GREY SHIRT, BLUE SHORTS",16
497,"WHITE POLO, BLUE JEANS",16
498,"BLACK JACKET, BLACK SHIRT, BLUE JEANS",16
499,"BLACK SHIRT, KHAKI SHORTS",16
500,"BLUE JEANS, RED SHIRT",16
501,"BLUE POLO SHIRT, BLUE JEANS",16
502,WHITE JACKET BLUE JEANS,16
503,"BLUE T-SHIRT, GREY SWEATPANTS",16
504,"RED SHIRT, BLUE JEANS, WHITE SNEAKERS",16
505,"BLUE SHIRT, TAN SHORTS",16
506,"WHITE TANK, BLUE JEANS",16
507,"RED PLAID SHIRT, BLUE JEANS",16
508,"BLUE JEANS, WHITE TANK TOP",16
509,"GREEN SWEATSHIRT, BLUE JEANS",16
510,"BLACK JACKET, BLUE JEANS, BLACK HAT",16
511,"BLUE T-SHIRT, BLUE JEANS, WHITE SNEAKERS",16
512,"BLACK JACKET, BLUE JEANS, SNEAKERS",16
513,"WHITE SHIRT, BL JEANS",16
514,"GREEN SHIRT, BLACK PANTS",16
515,BLACK JACKET BLUE JEANS BLACK SNEAKERS,16
516,BLACK LEATHER JACKET BLUE JEANS,16
517,"BLUE HOODIE, BLACK SWEATPANTS",16
518,"BLACK T-SHIRT, BLUE JEAN SHORTS",16
519,WHITEE T  BLUE  JEANS,16
520,"WHITE T-SHIRT, DARK PANTS",16
521,"RED HAT, BLACK JACKET, BLUE JEANS",16
522,"GREEN SHIRT, JEANS",16
523,TAN JACKET,16
524,"WHITE T, BLUE JEAN SHORTS",16
525,"BLACK T, BLACK SHORTS",15
526,"BLACK HOODIE, GREY PANTS",15
527,"WHITE JACKET, JEANS",15
528,GREY SWEATPANTS,15
529,"JEANS, BLACK SHIRT",15
530,"RED SWEATSHIRT, BLACK JEANS",15
531,"GREEN JACKET, BLACK JEANS",15
532,"RED JACKET, BLACK PANTS",15
533,"BLACK HAT, BLACK SWEATSHIRT, BLUE JEANS",15
534,"BLACK HOODIE, KHAKI PANTS",15
535,"TAN COAT, JEANS",15
536,"BLACK SHIRT, BLACK PANTS, BLACK SHOES",15
537,"BLACK T-SHIRT, BLACK PANTS, BLACK SNEAKERS",15
538,BLACK COAT BLACK PANTS,15
539,"BLUE HAT, BLUE JACKET, BLUE JEANS",15
540,"BLACK JACKET, BLUE HOODIE, BLUE JEANS",15
541,"WHITE SHIRT, BLUE JEAN SHORTS",15
542,"WHITE TANK TOP, JEANS",15
543,BLACK SWEATER BLUE JEANS,15
544,"BLACK SWEATER, BLACK PANTS",15
545,"WHITE SHIRT, GREY SHORTS",15
546,"TAN JACKET, BLACK PANTS",15
547,"BLACK JACKET,  BLUE JEANS",15
548,"BLACK JACKET, BLACK PANTS, BLACK SNEAKERS",15
549,"BLACK JEANS, BLACK COAT",15
550,"BLACK HOODIE, BLUE EJANS",15
551,"WHITE SHIRT, WHITE SHORTS",15
552,"BLACK SHORTS, WHITE T-SHIRT",15
553,GREEN JACKET,15
554,"BLACK PUFFY COAT, BLUE JEANS",15
555,"GREY SWEATER, BLACK JEANS",15
556,"BLUE JEANS, GRAY HOODIE",15
557,"BLUE SHIRT, WHITE SHORTS",15
558,"WHITE T-SHIRT, BLUE JEANS, GREY SNEAKERS",15
559,"BLUE HOODIE, GREY SWEATS",15
560,"GREEN SHIRT, BLACK JEANS",15
561,"BLACK COAT, TAN PANTS",15
562,"BLACK SHIRT, BLUE PANTS",15
563,"BLACK HOODIE, BLACK SHORTS",15
564,BLUE JEANS BLACK T-SHIRT,15
565,BLUE JACKET JEANS,15
566,BLACK SHIRT JEANS,15
567,GREEN SHIRT BLUE JEANS,15
568,"BLUE SHIRT, GREY PANTS",15
569,"BLACK HOODIE, BLUE JEANS, BLACK BOOTS",14
570,BLACK HAT,14
