,Unique_Values,Value_Counts
509,stw,3
510,SOUL,3
511,town,3
512,SIERRA,3
513,4FR,3
514,CRUZ,3
515,AERIO,3
516,ES,3
517,yukon,3
518,CONVERTIBLE,3
519,FISO,3
520,MATRIX,3
521,2door,3
522,legend,3
523,forester,3
524,sts,3
525,patriot,3
526,CC,3
527,ODYSSEY,3
528,Expedition,3
529,cav,3
530,MAXIMA-4DR,3
531,PATH,3
532,IS250,3
533,SL1,3
534,marq,3
535,740,3
536,stationwagon,3
537,REGAL,3
538,330XL,3
539,XC90,3
540,4 dr sedan,3
541,AG,3
542,S4,3
543,RX350,3
544,3251,3
545,G5300,3
546,CONCORD,3
547,s/w,3
548,4RUNNER,3
549,t & c,3
550,Cruz,3
551,Mountaineer,3
552,DIRKBIKE,3
553,K1500,3
554,p up,3
555,Q45,3
556,550I,3
557,Cobalt,3
558,Stratus,3
559,525i,3
560,wag,3
561,caliber,2
562,32TC,2
563,PU TRUCK,2
564,4dR,2
565,STS,2
566,S type,2
567,BMW,2
568,PACIFICA,2
569,PIAGGIO SCOOTER,2
570,Santa Fe,2
571,stwg,2
572,RX7,2
573,2.2CL,2
574,SXT,2
575,C70,2
576,SDEAN,2
577,MYSTIQUE,2
578,optima,2
579,Accent,2
580,golf,2
581,4DR SEDAN,2
582,towncar,2
583,four door,2
584,Mini-Van,2
585,jimmy,2
586,ACCORD 4 DOOR,2
587,pu truck,2
588,3OLL,2
589,CL,2
590,ML,2
591,IMPREZ,2
592,M6,2
593,330XI,2
594,4Door,2
595,F350,2
596,eln,2
597,Rodeo,2
598,UTI,2
599,Camery,2
600,3 series,2
601,TAURUS 4DR,2
602,enclave,2
603,escalade,2
604,BLK,2
605,TARUS,2
606,UTILTIY,2
607,impreza,2
608,IMPLA,2
609,GC,2
610,Deville,2
611,4 DR SEDAN,2
612,EXPLORE,2
613,CIVIV,2
614,CROWN,2
615,8DR,2
616,TRACER,2
617,Grandv,2
618,cava,2
619,550i,2
620,Max,2
621,dodge,2
622,SC300,2
623,Yukon,2
624,RANGE,2
625,2dr  (purple),2
626,M35,2
627,GRANCHE,2
628,PACIF,2
629,odyssey,2
630,SONIC,2
631,LeSabre,2
632,DRIVER,2
633,s u v.,2
634,n,2
635,I 30,2
636,SEDAN/4DR,2
637,sebrin,2
638,STAWAG,2
639,EQUINOX SUV,2
640,char,2
641,Scion,2
642,BLUE,2
643,2 DR.,2
644,CLK,2
645,LTR,2
646,legacy,2
647,COBALT,2
648,C CLASS,2
649,530I,2
650,SUBURBAN,2
651,QUAD,2
652,42R,2
653,E360,2
654,PRIZM,2
655,g35,2
656, DR,2
657,ION,2
658,PASEO,2
659,Elan,2
660,subaru,2
661,CAYENN,2
662,Legacy Wagon,2
663,Alt,2
664,mystique,2
665,SEDA,2
666,UNTIL,2
667,prizm,2
668,carolla,2
669,century,2
670,FUZION,2
671,3.2 sedan,2
672,Carauan,2
673,Four Door,2
674,Grand Prix,2
675,NONE,2
676,EXPLOR,2
677,TR,2
678,UITL,2
679,X5 SUV,2
680,rl,2
681,E420,2
682,CORLL,2
683,GREY,2
684,SUDAN,2
685,mountain,2
686,grade,2
687,tck,2
688,MOTOR,2
689,ES350,2
690,grand prix,2
691,CHRGR,2
692,Mystique,2
693,740I,2
694,cobolt,2
695,sta wagon,2
696,CIVIC HATCH,2
697,accent,2
698,528i,2
699,PT cruiser,2
700,745 i,2
701,ESCAL,2
702,murano,2
703,Cruze sedan,2
704,CALIBER,2
705,E5300,2
706,PT Cruiser,2
707,BUICK,2
708,AVENGER SEDAN,2
709,crv,2
710,ELECTRA,2
711,Cutlass,2
712,hb,2
713,S 60,2
714,325XI,2
715,regal,2
716,ytil,2
717,XTERRA,2
718,FOUR DOOR,2
719,Fiesta,2
720,CHRYSLER,2
721,Cavalier,2
722,expedition,2
723,Prius,2
724,SE,2
725,camry station wagon,2
726,4DR ALTIMA,2
727,323i,2
728,Hatchback,2
729,civiv,2
730,Prism,2
731,Station wagon,2
732,P,2
733,rsx,2
734,MILAN,2
735,s type,2
736,Tribut,2
737,MKX,2
738,4DOR,2
739,INTRIGUE,2
740,sedan-altima,2
741,Escort,2
742,m-van,2
743,CAMARO-COUPE,2
744,st wagon,2
745,LESABR,2
746,pt cruiser,2
747,ARCADIA,2
748,UTIC,2
749,GMC,2
750,VIGOR,2
751,STAWGN,2
752,Patriot,2
753,H/B,2
754,s80,2
755,va,2
756,ACCORD 2DR,2
757,MOTOCYCLE,2
758,32cl,2
759,cts,2
760,corrolla,2
761,35RL,2
762,tundra,2
763,sdn,2
764,BNN,2
765,ACCORD-STWAG,2
766,MAL,2
767,23CL,2
768,MAGMUN,2
769,RANGER,2
770,FOCAS,2
771,PAN,2
772,sebring,2
773,320,2
774,UTLITY,2
775,HYUN,2
776,TIBERON,2
777,sEDAN,2
778,645CI,2
779,4 Doors,2
780,GR.CH,2
781,cx9,2
782,CUV,2
783,UDR,2
784,bmw,2
785,MUST,2
786,Celebrity,2
787,E500,2
788,SEDN,2
789,P.U.,2
790,cobalt,2
791,ESCORT,2
792,2  DR,2
793,AURO,2
794,CARA,2
795,Aveo,2
796,ATV,2
797,3.2 TL,2
798,MDK,2
799,HATCHET,2
800,pick-up,2
801,explorer  util,2
802,Cab,2
803,ACCURA,2
804,tl,2
805,G6,2
806,arrio,2
807,S WAGON,2
808,GRAN,2
809,ford,2
810,2 doors,2
811,4 D,2
812,A8,2
813,FLEX,2
814,CATERA,2
815,4dr sedan,2
816,DEVILL,2
817,AERO,2
818,RAVE 4,2
819, VAN,2
820,V70,2
821,pic up,2
822,MOUNTAINER,2
823,stawgn,2
824,CIVIC 2DR,2
825,GRAND AM,2
826,STATION WAG,2
827,32tl,2
828,conv,2
829,Genesis,2
830,GRN PRIX,2
831,TRAILBLAZER,2
832,ES20,2
833,mystiq,2
834, 4DR,2
835,trk,2
836,ALTIMA-SEDAN,2
837,suv.,2
838, DOOR,2
839,avenger,2
840,PACIFIC,2
841,es,2
842,Pacifica,2
843,ALT-4DR,2
844,LUCERNE,2
845,SUZUKI MOTORCYCLE,1
846,dmx,1
847,COROLLA RENTAL VEHICLE,1
848,P.U,1
849,LIMO,1
850,malilbu,1
851,M45,1
852,cycle,1
853,sunfire,1
854,EXPLOER,1
855,Equinox,1
856,vespa scooter,1
857,Odysey,1
858,Cycle,1
859,conv.,1
860,Sedun,1
861,4 DORR,1
862,VAN-PURPLE,1
863,UTILTY,1
864,COUPR,1
865,JETTE,1
866,CAMREY,1
867,Camry Solara,1
868,GR PRIX,1
869,edge,1
870,UVIl,1
871,Jetta 4DR,1
872,DIVIC,1
873,SEDAN MAXIMA,1
874,Escape,1
875,SLK350,1
876,marquis,1
877,windstar,1
878,fit,1
879,mpv,1
880,LANAR,1
881,3 dr,1
882,JEEP-SUV,1
883,SABLE-4DR,1
884,4DR`,1
885,Mustang,1
886,LINCOLN,1
887,ELAN,1
888,AZTEK,1
889,Aztek,1
890,Blazer,1
891,integ,1
892,Tauras,1
893,65300,1
894,`ESCALADE,1
895,799JG2,1
896,Lesab,1
897,G30,1
898,G36,1
899,express,1
900,St Wagon,1
901,AVIATON,1
902,4 DOORS,1
903,MERC,1
904,528,1
905,4Runner,1
906,MOTORBIKE,1
907,ECLIP,1
908,cherger,1
909,CLX430,1
910,740 IL,1
911,Protege SW,1
912,grnd cher,1
913,ULTI,1
914,ups,1
915,escort,1
916,MOPE,1
917,Alima,1
918,grey,1
919,van  4dr,1
920,van 4dr,1
921,LS 4DR,1
922,IMPA,1
923,ACCD,1
924,Pcik up,1
925,Durgango,1
926,RFBUEP03781300922,1
927,RONATA,1
928,S26I,1
929,626 4DR,1
930,legcy,1
931,bonne,1
932,STUDENT,1
933,ASPEN,1
934,vento moped,1
935,ROGUE,1
936,UTILITY ESCALATE,1
937,ESCT,1
938,ECHO,1
939,PASOLA MOPED,1
940,Raptor Scooter,1
941,CONTOL,1
942,DISCOVER,1
943,utiity,1
944,PRIZ,1
945,pt cruiser-4dr,1
946,DirBike,1
947,pixck up,1
948,PURPLE,1
949,MBTA,1
950,exp,1
951,quest,1
952,PIOLT,1
953,Econovan,1
954,530,1
955,98LSB,1
956,uti,1
957,CONCORDE,1
958,5430,1
959,neo cooter,1
960,mdx,1
961,RNGER,1
962,MTG,1
963,810,1
964,GALANT-SEDAN,1
965,GRANDPRIX,1
966,MAGN,1
967,RUNDRA,1
968,CMARY,1
969,GR. CHEROKEE,1
970,GRANDPRI,1
971,Galaant,1
972,4 dR.,1
973,UT,1
974,MAXIMA SEDAN,1
975,ARMADA,1
976,SECAN,1
977,SSUV,1
978,45 DR,1
979,oddysey,1
980,SEQ,1
981,CARGER,1
982,clk500,1
983,p -up    truck,1
984,jeep,1
985,P.V.,1
986,JONWAY MOPED,1
987,E 420,1
988,G3SX,1
989,WRANGLER-4DR,1
990,p.u.,1
991,nissan altima,1
992,330I,1
993,135,1
994,Stationwagon,1
995,accd,1
996,PUTR,1
997,LAREDO,1
998,expl/ utilty,1
999,changer,1
1000,ACCORD/RED,1
1001,conut,1
1002,wgn,1
1003,wAGON,1
1004,COU[PE,1
1005,R REAR PASS,1
1006,FRONTIER,1
1007,CHEROKE,1
1008,VIP,1
1009,2004,1
1010,EXPID,1
1011,G20,1
1012,KI5BLA,1
1013,GRACHC,1
1014,TRU350,1
1015,SEDQ,1
1016,grandche,1
1017,MAGUM,1
1018,alero,1
1019,MAIMUM,1
1020,SONAT,1
1021,JOURNEY MOPED,1
1022,850,1
1023,r dr,1
1024,4 D9OR,1
1025,MAX 4DR,1
1026,E430,1
1027,Scooter-YY-50,1
1028,800,1
1029,5301,1
1030,TAURS,1
1031,VOYAGERQ,1
1032,ODYSSE,1
1033,good,1
1034,Honda,1
1035,2 DR TRUCK,1
1036,STA,1
1037,QHS,1
1038,328X1,1
1039,corsica,1
1040,Town car,1
1041,550 I,1
1042,U,1
1043,CROW VIC,1
1044,TAUR US,1
1045,G25X,1
1046,PACIFIER,1
1047,Taurus sedan,1
1048,UTILL,1
1049,grd cherok,1
1050,54 dr,1
1051,oddeysee,1
1052,tacoma,1
1053,CUTLASS,1
1054,eclipse,1
1055,SNTRA,1
1056,cherok,1
1057,SEDADN,1
1058,ECOWAG,1
1059,528I,1
1060,DIAMAR,1
1061,4DA,1
1062,Convert. Mustang,1
1063,WGG,1
1064,aven,1
1065,AVEN,1
1066,Yaris,1
1067,G85,1
1068,THUNDRA,1
1069,4dr explorer,1
1070,covert. Mustang,1
1071,G35 sedan,1
1072,g6,1
1073, 2 DR,1
1074,CROVIC,1
1075,EQINOX,1
1076,RANGE ROVER,1
1077,IMPREZIA,1
1078,homeless,1
1079,SCOLAR,1
1080,CELICA,1
1081,STATION WAGAON,1
1082,MOROTCYCLE,1
1083,ACCORD WAGON,1
1084,E DR,1
1085,300 GS,1
1086,EUPED,1
1087,concorde,1
1088,Echo,1
1089,650i,1
1090,SPREE-SCOOTER,1
1091,CORVET,1
1092,GRN,1
1093,MALIBU-SEDAN,1
1094,GRANPRI,1
1095,fusion/sedan,1
1096,R/V,1
1097,745C,1
1098,"JONWAY, SCOOTER",1
1099,tTIBURO,1
1100,TIBURO,1
1101,m45,1
1102,IMPALA-SEDAN,1
1103,pt cruser,1
1104,GRANCHER,1
1105,NAVI,1
1106,I35,1
1107,GL450,1
1108,DAIX  -  MOPED,1
1109,GRAND CHEREKEE,1
1110,CHEREKEE,1
1111,pk up truck,1
1112,SPO,1
1113,Sorrento,1
1114,suv - cherokee,1
1115,INTREPLD,1
1116,V70XC,1
1117,YUKON-SUV,1
1118,22CL,1
1119,gray,1
1120,4 HR,1
1121,taurus  sedan,1
1122,SEDAN-IMPALA,1
1123,CORONA,1
1124,KAWASKI DIRTBIKE,1
1125,FOREST,1
1126,E2300,1
1127,DURRANGO,1
1128,PACI,1
1129,explorer suv,1
1130,4N DR,1
1131,Monte,1
1132,Sdean,1
1133,5dr,1
1134,ENVOY-SUV,1
1135,Versa,1
1136,NEON-4DR,1
1137,rx7,1
1138,"2-door, 328I",1
1139,ACCORD 4 DR,1
1140,armada,1
1141,spect,1
1142,sta wagn,1
1143,DSEDAN,1
1144,Galant 4 door,1
1145,Bike,1
1146,breeze,1
1147,Pickup,1
1148,c300,1
1149,Commercial,1
1150,AVAITOR,1
1151,KYMCOMSCOOTER,1
1152,ma,1
1153,4 WHEEL ATV,1
1154,S8O,1
1155,COROLA,1
1156,32IL,1
1157,SUSU DIRTBIKE,1
1158,CONV.,1
1159,GRAND PRI,1
1160,ODESSY,1
1161,scooter/Buddy,1
1162,aviator,1
1163,SEDAN I30,1
1164,WGO,1
1165,WAYOR,1
1166,pt cruiser  4 dr,1
1167,4 Door (Model 300),1
1168,ALTAMA,1
1169,ES320,1
1170,crossover/ wagon,1
1171,TRAILB,1
1172,moutaineer,1
1173,GEO,1
1174,SUV RANGE ROVER,1
1175,navigator,1
1176,Staion Wagon,1
1177,motor,1
1178,SU,1
1179,YD,1
1180,CX5,1
1181,CHEROKOO,1
1182, Advent. Moped,1
1183,sephia,1
1184,Oddessey,1
1185,STwag,1
1186,Wag,1
1187,p/u F150,1
1188,SWEDAN,1
1189,4drf,1
1190,SEDAN-130,1
1191,breac,1
1192,Chev,1
1193,CIVIC 4DR,1
1194,ALTIMA/SEDAN,1
1195,SEDAN GS3,1
1196,RED,1
1197,CAB,1
1198,50T,1
1199,GS,1
1200,St. wagon,1
1201,highlander,1
1202,mINIVAN,1
1203,CIVIC-4DR,1
1204,Contour,1
1205,sta,1
1206,S300,1
1207,VESPA SCOOTER,1
1208,Crown Vic,1
1209,E320W4,1
1210,SEDAN S420,1
1211,TAN,1
1212,PV,1
1213,Statiowagon,1
1214,SENATA,1
1215,ssedan,1
1216,EXPLO,1
1217,Armada,1
1218,2DR- CIVIC,1
1219,CONTIN,1
1220,FREESTYLE,1
1221,PTCRSR,1
1222,ex35,1
1223,sedan-util,1
1224,CAMRY-SEDAN,1
1225,STUNG,1
1226,CAPE,1
1227,658KFY,1
1228,ils,1
1229,millaniem,1
1230,VENZA,1
1231,SWQUO,1
1232,4 DR SENTRA,1
1233,535I,1
1234,Silverado,1
1235,4RD,1
1236,ANDRADE-PASS,1
1237,4drrrrrrrr,1
1238,5 Series Sedan,1
1239,Yamaha-ATV,1
1240,ELANB,1
1241,CONC,1
1242,echo,1
1243,gry,1
1244,FIESTA,1
1245,CARGOVAN,1
1246,4-Door,1
1247,COBOLT,1
1248,15300,1
1249,SCOIOTER,1
1250,"4 DR, Malibu",1
1251,ECO VAN,1
1252,TRCT,1
1253,ODDYSEY,1
1254,ban,1
1255,LANDROVER,1
1256,Sedab,1
1257,4D Camry,1
1258,EX35,1
1259,UTIL`,1
1260,s70,1
1261,SW MAGNUM,1
1262,MADNUM,1
1263,130 SEDAN,1
1264,Acord,1
1265,CRUSE,1
1266,S320W,1
1267,GLANTRA,1
1268,EXPLOREER,1
1269,odeys,1
1270,330 CI,1
1271,STRUCK,1
1272,VITARA,1
1273,1500 p/u,1
1274,es300,1
1275,STRAUS,1
1276,RED TREK BIKE,1
1277,G33,1
1278,town car,1
1279,MAXIMIA,1
1280,santa fe,1
1281,GENESIS,1
1282,A6 SW,1
1283,4rl,1
1284,Hatcha,1
1285,TAURUS WAGON,1
1286,melon,1
1287,E300,1
1288,RAV-4,1
1289,Pu,1
1290,P-U,1
1291,AVENGER-SEDAN,1
1292,yucon,1
1293,4DR-PT CRUISER,1
1294,TRIBUTE,1
1295,milan,1
1296,ES330,1
1297,SEDAAN,1
1298,MASERATI 4DR,1
1299,camry  4 dr,1
1300,MOPED/ BUDDY,1
1301,2-DOOR,1
1302,MONTANA,1
1303,QUEST VAN,1
1304,SEDAn,1
1305,ACCORD 4DR,1
1306,AVALON 4DR,1
1307,Sienna Mini Van,1
1308,intrg,1
1309,318I,1
1310,g30,1
1311,SONATA-4DR,1
1312,Meltian-Scooter,1
1313,Outback,1
1314,AVIATOR,1
1315,Grand Am,1
1316,seville,1
1317,MDX-UTILITY,1
1318,SEDAN W,1
1319,RE,1
1320,Utilit,1
1321,MX35,1
1322,E430/sedan,1
1323,SUNL SCOOTER,1
1324,sull,1
1325,TRCUK,1
1326,BMX,1
1327,4DR E321,1
1328,cutlass,1
1329,Adventure,1
1330,STRATUS 4DR,1
1331,gr ch,1
1332,Rangler,1
1333,UTLI,1
1334,t-150,1
1335,STWNG,1
1336,spt,1
1337,sorrento,1
1338,Suvr,1
1339,Station,1
1340,CAALIER,1
1341,ACT,1
1342,S3202,1
1343,ESCALASE,1
1344, ALTIMA SEDAN,1
1345,FV5,1
1346,Town,1
1347,WAGON-PURPLE,1
1348,SILVERAD,1
1349,ml2,1
1350,B10,1
1351,grand am,1
1352,Convert Mustang,1
1353,SINATA,1
1354,E-250,1
1355,AVIATOR UTIL,1
1356,JETTA 4 DOOR,1
1357,3181,1
1358,Pacific,1
1359,4R,1
1360,GP,1
1361,ES 330,1
1362,535,1
1363,Captiva,1
1364,diamant,1
1365,32T2,1
1366,granmore,1
1367,4 SR,1
1368,TOWN &COUNTRY,1
1369,MAXIMA  4 DOOR,1
1370,P.4,1
1371,INTERGA,1
1372,LEGAND,1
1373,74SI,1
1374,HATCH-INTEGRA,1
1375,WAG-PURPLE,1
1376,F-150 PICK-UP,1
1377,CAROLLOA,1
1378,Highlander,1
1379,BENTLY,1
1380,IS300,1
1381,UTIITY,1
1382,tauras,1
1383,CBR600,1
1384,actima,1
1385,3dr,1
1386,312TL,1
1387,yellow cab,1
1388,RAINER- SUV,1
1389,civic  2dr,1
1390,Granam,1
1391,4DR ACCORD,1
1392,350z,1
1393,LATEGRA,1
1394,ASEDAN,1
1395,4 Door Maxima,1
1396,neco,1
1397,328i,1
1398,A4 SEDAN,1
1399,4DR CIVIC,1
1400,ACCORD-2DR,1
1401,VUE,1
1402,contour,1
1403,convt,1
1404,Civic Hatch,1
1405,NAVIG,1
1406,odysee,1
1407,2dr convertible,1
1408,acura 32,1
1409,CIVIC-2DR,1
1410,SCOOTER MOPED,1
1411,whte van,1
1412,sor,1
1413,COMET,1
1414,SCOOTER/BIKE,1
1415,325X1,1
1416,all wheel,1
1417,4 DRGG,1
1418,ESCLA,1
1419,Rogue,1
1420,COMMANDER,1
1421,DEV,1
1422,uitility,1
1423,MCYCLE,1
1424,SX 1,1
1425,X3281,1
1426,Altima sedan,1
1427,339XI,1
1428,corolla 4dr,1
1429,CHARGER 4 DOOR,1
1430,323,1
1431,IMPLALA,1
1432,P/.U,1
1433,GEN,1
1434,COROLL,1
1435,4dr-Regal,1
1436,LMS,1
1437,DURANGO- UTIL,1
1438,TARURUS,1
1439,530XI,1
1440,53SI,1
1441,Odyssey,1
1442,2DR Coupe,1
